,date,how to treat flu
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,42.88083555777783
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,42.667078396703275
6,2004-02-15,21.285204182260884
7,2004-02-22,37.794205680067556
8,2004-02-29,0.0
9,2004-03-07,0.0
10,2004-03-14,32.38665700068699
11,2004-03-21,0.0
12,2004-03-28,0.0
13,2004-04-04,0.0
14,2004-04-11,73.45051796772962
15,2004-04-18,0.0
16,2004-04-25,31.0310178118682
17,2004-05-02,0.0
18,2004-05-09,0.0
19,2004-05-16,19.78961824755437
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,0.0
23,2004-06-13,0.0
24,2004-06-20,0.0
25,2004-06-27,0.0
26,2004-07-04,0.0
27,2004-07-11,0.0
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,31.186647986991762
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,0.0
38,2004-09-26,0.0
39,2004-10-03,0.0
40,2004-10-10,0.0
41,2004-10-17,0.0
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,62.87740607079421
46,2004-11-21,58.795836264835
47,2004-11-28,16.0358543409462
48,2004-12-05,0.0
49,2004-12-12,0.0
50,2004-12-19,0.0
51,2004-12-26,0.0
52,2005-01-02,32.88936714543678
53,2005-01-09,0.0
54,2005-01-16,0.0
55,2005-01-23,24.261221137650313
56,2005-01-30,0.0
57,2005-02-06,0.0
58,2005-02-13,0.0
59,2005-02-20,0.0
60,2005-02-27,0.0
61,2005-03-06,0.0
62,2005-03-13,61.11143191836303
63,2005-03-20,0.0
64,2005-03-27,0.0
65,2005-04-03,28.6752572414344
66,2005-04-10,0.0
67,2005-04-17,0.0
68,2005-04-24,0.0
69,2005-05-01,51.527430017764694
70,2005-05-08,0.0
71,2005-05-15,0.0
72,2005-05-22,0.0
73,2005-05-29,0.0
74,2005-06-05,0.0
75,2005-06-12,0.0
76,2005-06-19,0.0
77,2005-06-26,0.0
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,0.0
82,2005-07-31,22.53684778783917
83,2005-08-07,0.0
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,0.0
87,2005-09-04,0.0
88,2005-09-11,0.0
89,2005-09-18,0.0
90,2005-09-25,0.0
91,2005-10-02,0.0
92,2005-10-09,0.0
93,2005-10-16,0.0
94,2005-10-23,16.623652316656727
95,2005-10-30,0.0
96,2005-11-06,0.0
97,2005-11-13,0.0
98,2005-11-20,0.0
99,2005-11-27,0.0
100,2005-12-04,0.0
101,2005-12-11,29.471581349632
102,2005-12-18,13.01137672222255
103,2005-12-25,0.0
104,2006-01-01,0.0
105,2006-01-08,0.0
106,2006-01-15,9.104976337299966
107,2006-01-22,11.219111974653096
108,2006-01-29,0.0
109,2006-02-05,9.209318220954707
110,2006-02-12,0.0
111,2006-02-19,0.0
112,2006-02-26,0.0
113,2006-03-05,0.0
114,2006-03-12,0.0
115,2006-03-19,10.45598278391953
116,2006-03-26,0.0
117,2006-04-02,8.431909111364241
118,2006-04-09,37.910107873912125
119,2006-04-16,15.755016976079057
120,2006-04-23,0.0
121,2006-04-30,21.528308359902375
122,2006-05-07,13.728694945958532
123,2006-05-14,18.645367703530532
124,2006-05-21,0.0
125,2006-05-28,0.0
126,2006-06-04,0.0
127,2006-06-11,0.0
128,2006-06-18,0.0
129,2006-06-25,12.292110651799579
130,2006-07-02,0.0
131,2006-07-09,20.703868239807047
132,2006-07-16,17.993784140275622
133,2006-07-23,0.0
134,2006-07-30,0.0
135,2006-08-06,0.0
136,2006-08-13,0.0
137,2006-08-20,16.692020387771862
138,2006-08-27,0.0
139,2006-09-03,0.0
140,2006-09-10,0.0
141,2006-09-17,0.0
142,2006-09-24,0.0
143,2006-10-01,0.0
144,2006-10-08,0.0
145,2006-10-15,0.0
146,2006-10-22,0.0
147,2006-10-29,0.0
148,2006-11-05,0.0
149,2006-11-12,0.0
150,2006-11-19,0.0
151,2006-11-26,31.31937648292293
152,2006-12-03,0.0
153,2006-12-10,8.650077428482824
154,2006-12-17,0.0
155,2006-12-24,0.0
156,2006-12-31,8.095517930149583
157,2007-01-07,0.0
158,2007-01-14,0.0
159,2007-01-21,0.0
160,2007-01-28,0.0
161,2007-02-04,0.0
162,2007-02-11,0.0
163,2007-02-18,0.0
164,2007-02-25,0.0
165,2007-03-04,0.0
166,2007-03-11,10.396907760306425
167,2007-03-18,0.0
168,2007-03-25,0.0
169,2007-04-01,0.0
170,2007-04-08,0.0
171,2007-04-15,0.0
172,2007-04-22,0.0
173,2007-04-29,0.0
174,2007-05-06,14.857668785184845
175,2007-05-13,0.0
176,2007-05-20,0.0
177,2007-05-27,0.0
178,2007-06-03,0.0
179,2007-06-10,0.0
180,2007-06-17,0.0
181,2007-06-24,0.0
182,2007-07-01,0.0
183,2007-07-08,0.0
184,2007-07-15,0.0
185,2007-07-22,7.404267844559755
186,2007-07-29,0.0
187,2007-08-05,0.0
188,2007-08-12,7.535433383133655
189,2007-08-19,0.0
190,2007-08-26,0.0
191,2007-09-02,6.357192108132623
192,2007-09-09,0.0
193,2007-09-16,0.0
194,2007-09-23,0.0
195,2007-09-30,5.246346122886199
196,2007-10-07,0.0
197,2007-10-14,12.078613269429034
198,2007-10-21,0.0
199,2007-10-28,4.8566113252916105
200,2007-11-04,7.557462572911189
201,2007-11-11,0.0
202,2007-11-18,13.493360993159051
203,2007-11-25,0.0
204,2007-12-02,4.8920079876138685
205,2007-12-09,5.191749036493469
206,2007-12-16,0.0
207,2007-12-23,0.0
208,2007-12-30,0.0
209,2008-01-06,16.231733866603737
210,2008-01-13,0.0
211,2008-01-20,11.33016817953781
212,2008-01-27,9.37197785798271
213,2008-02-03,14.877941466230569
214,2008-02-10,15.715823497879054
215,2008-02-17,14.175594656308242
216,2008-02-24,18.41943199632429
217,2008-03-02,5.024609452217862
218,2008-03-09,4.782562256186664
219,2008-03-16,0.0
220,2008-03-23,0.0
221,2008-03-30,9.000418778729328
222,2008-04-06,0.0
223,2008-04-13,0.0
224,2008-04-20,0.0
225,2008-04-27,7.058273042903792
226,2008-05-04,8.456972901380805
227,2008-05-11,0.0
228,2008-05-18,0.0
229,2008-05-25,0.0
230,2008-06-01,0.0
231,2008-06-08,0.0
232,2008-06-15,0.0
233,2008-06-22,8.83389352270612
234,2008-06-29,5.972468322160755
235,2008-07-06,0.0
236,2008-07-13,0.0
237,2008-07-20,5.343465409894431
238,2008-07-27,0.0
239,2008-08-03,0.0
240,2008-08-10,0.0
241,2008-08-17,0.0
242,2008-08-24,14.09939966304692
243,2008-08-31,0.0
244,2008-09-07,0.0
245,2008-09-14,0.0
246,2008-09-21,0.0
247,2008-09-28,0.0
248,2008-10-05,0.0
249,2008-10-12,0.0
250,2008-10-19,8.762610298469129
251,2008-10-26,4.408334878698789
252,2008-11-02,15.921732787587313
253,2008-11-09,10.536901938796388
254,2008-11-16,4.525756095237751
255,2008-11-23,0.0
256,2008-11-30,0.0
257,2008-12-07,7.096586214313845
258,2008-12-14,0.0
259,2008-12-21,25.568767258958516
260,2008-12-28,4.995728266875589
261,2009-01-04,12.24005699599446
262,2009-01-11,3.8992278481552614
263,2009-01-18,8.42609323025815
264,2009-01-25,19.252747606128235
265,2009-02-01,0.0
266,2009-02-08,9.458362450082838
267,2009-02-15,0.0
268,2009-02-22,11.558886079461027
269,2009-03-01,11.228781638312915
270,2009-03-08,0.0
271,2009-03-15,14.677090757599993
272,2009-03-22,0.0
273,2009-03-29,20.803192283104444
274,2009-04-05,4.031604166008041
275,2009-04-12,9.355416245351652
276,2009-04-19,7.5374143174525114
277,2009-04-26,39.16586697928309
278,2009-05-03,9.093317455006359
279,2009-05-10,6.729838448487709
280,2009-05-17,8.483337567486354
281,2009-05-24,8.094653844704956
282,2009-05-31,6.301557028083846
283,2009-06-07,6.1213766582146425
284,2009-06-14,10.634395351939544
285,2009-06-21,4.345624749687635
286,2009-06-28,16.56978293713976
287,2009-07-05,6.448649943250578
288,2009-07-12,4.7655620174744415
289,2009-07-19,15.02396105840899
290,2009-07-26,7.181709128057865
291,2009-08-02,0.0
292,2009-08-09,0.0
293,2009-08-16,6.527080411937703
294,2009-08-23,10.068232827878758
295,2009-08-30,5.231654129891412
296,2009-09-06,15.683542892168248
297,2009-09-13,16.46088884063039
298,2009-09-20,10.203783775523256
299,2009-09-27,19.771253288639155
300,2009-10-04,24.95922210324416
301,2009-10-11,34.04202984019809
302,2009-10-18,29.63718616091617
303,2009-10-25,45.57134481690108
304,2009-11-01,33.6063944006526
305,2009-11-08,20.930916320144995
306,2009-11-15,8.693426326083019
307,2009-11-22,15.367314809681503
308,2009-11-29,14.277322539660156
309,2009-12-06,0.0
310,2009-12-13,0.0
311,2009-12-20,0.0
312,2009-12-27,5.5948362085721755
313,2010-01-03,4.498229369322992
314,2010-01-10,7.1900037620548565
315,2010-01-17,5.890361449179382
316,2010-01-24,3.0524770258949427
317,2010-01-31,7.7887556684318415
318,2010-02-07,5.694993715500141
319,2010-02-14,0.0
320,2010-02-21,10.834464220846696
321,2010-02-28,5.006735299565232
322,2010-03-07,0.0
323,2010-03-14,8.110699512804608
324,2010-03-21,0.0
325,2010-03-28,5.483207299829755
326,2010-04-04,4.999135851570243
327,2010-04-11,3.475856555422836
328,2010-04-18,0.0
329,2010-04-25,4.756406634513872
330,2010-05-02,8.034302351703458
331,2010-05-09,0.0
332,2010-05-16,0.0
333,2010-05-23,0.0
334,2010-05-30,8.110359625221827
335,2010-06-06,9.384137519178402
336,2010-06-13,0.0
337,2010-06-20,0.0
338,2010-06-27,0.0
339,2010-07-04,4.040953250377519
340,2010-07-11,0.0
341,2010-07-18,0.0
342,2010-07-25,4.890826618460785
343,2010-08-01,0.0
344,2010-08-08,0.0
345,2010-08-15,0.0
346,2010-08-22,4.75619630785806
347,2010-08-29,3.0169692707737914
348,2010-09-05,0.0
349,2010-09-12,16.487277709509293
350,2010-09-19,0.0
351,2010-09-26,2.527855874103994
352,2010-10-03,5.169968312796565
353,2010-10-10,0.0
354,2010-10-17,0.0
355,2010-10-24,15.60175600271702
356,2010-10-31,3.4035829507471993
357,2010-11-07,7.571200745075065
358,2010-11-14,6.699363743580346
359,2010-11-21,5.860758663773398
360,2010-11-28,0.0
361,2010-12-05,0.0
362,2010-12-12,8.211721873911126
363,2010-12-19,0.0
364,2010-12-26,10.281961408413988
365,2011-01-02,12.762895178474652
366,2011-01-09,6.673632885185076
367,2011-01-16,10.253239759115681
368,2011-01-23,13.234416738042897
369,2011-01-30,20.70124700914566
370,2011-02-06,15.011013439050485
371,2011-02-13,14.648418807718175
372,2011-02-20,9.533121371163553
373,2011-02-27,6.036957040076915
374,2011-03-06,11.888304899211196
375,2011-03-13,6.312611455164405
376,2011-03-20,8.601657605719158
377,2011-03-27,7.278464636699402
378,2011-04-03,10.088606037524267
379,2011-04-10,3.478913320798321
380,2011-04-17,2.5784610887665744
381,2011-04-24,3.1831097759595397
382,2011-05-01,4.305444681789815
383,2011-05-08,3.3743736550446504
384,2011-05-15,3.5456402058699235
385,2011-05-22,0.0
386,2011-05-29,5.227068169689635
387,2011-06-05,0.0
388,2011-06-12,0.0
389,2011-06-19,3.5903561612624495
390,2011-06-26,2.6656421273577418
391,2011-07-03,4.954463600946645
392,2011-07-10,0.0
393,2011-07-17,0.0
394,2011-07-24,0.0
395,2011-07-31,3.3504877651837632
396,2011-08-07,2.4948615609754157
397,2011-08-14,6.800275874490566
398,2011-08-21,0.0
399,2011-08-28,7.970510766153577
400,2011-09-04,7.141462834402228
401,2011-09-11,6.661493296371253
402,2011-09-18,7.475433962538061
403,2011-09-25,0.0
404,2011-10-02,0.0
405,2011-10-09,6.458079953764827
406,2011-10-16,0.0
407,2011-10-23,0.0
408,2011-10-30,7.882874825683616
409,2011-11-06,4.004675269808083
410,2011-11-13,8.533027480249144
411,2011-11-20,7.502604025185525
412,2011-11-27,8.81478707077909
413,2011-12-04,6.805489004906659
414,2011-12-11,3.5126284018802343
415,2011-12-18,8.516817298612677
416,2011-12-25,10.165708236516922
417,2012-01-01,10.968946168066708
418,2012-01-08,10.766118527166286
419,2012-01-15,12.816083090452253
420,2012-01-22,7.437395360583054
421,2012-01-29,3.928542710179052
422,2012-02-05,6.508315927429379
423,2012-02-12,4.049167509903863
424,2012-02-19,5.96820412106242
425,2012-02-26,7.223424821908801
426,2012-03-04,6.6690407582981
427,2012-03-11,10.72862474694674
428,2012-03-18,6.323475901639969
429,2012-03-25,4.556154409713369
430,2012-04-01,2.9059677456565116
431,2012-04-08,0.0
432,2012-04-15,4.315670614821831
433,2012-04-22,2.792767580709117
434,2012-04-29,10.139658477768611
435,2012-05-06,2.7695999320233744
436,2012-05-13,0.0
437,2012-05-20,0.0
438,2012-05-27,4.198183000431063
439,2012-06-03,5.474142811038006
440,2012-06-10,1.5774530743198407
441,2012-06-17,2.5179802184370725
442,2012-06-24,4.981729902608744
443,2012-07-01,0.0
444,2012-07-08,3.962112964232374
445,2012-07-15,1.6913775249735432
446,2012-07-22,2.0302341265583324
447,2012-07-29,3.4463793760256096
448,2012-08-05,2.583335368479976
449,2012-08-12,4.120619184800747
450,2012-08-19,2.2496458407688142
451,2012-08-26,2.881478084460805
452,2012-09-02,3.2477770513752917
453,2012-09-09,2.6797063245789867
454,2012-09-16,5.165007517248103
455,2012-09-23,7.674008372561034
456,2012-09-30,5.451766204550369
457,2012-10-07,3.9761809657037612
458,2012-10-14,5.561968104666794
459,2012-10-21,5.318209581894087
460,2012-10-28,0.0
461,2012-11-04,9.119617328378103
462,2012-11-11,8.635835277077536
463,2012-11-18,10.624828834196471
464,2012-11-25,6.819928860829071
465,2012-12-02,11.099542011895243
466,2012-12-09,15.061673348432267
467,2012-12-16,15.856703474687366
468,2012-12-23,26.514193673850148
469,2012-12-30,36.40610747952004
470,2013-01-06,45.06566502535434
471,2013-01-13,41.62418008450526
472,2013-01-20,29.531890564585627
473,2013-01-27,26.95123820711852
474,2013-02-03,21.825985421178984
475,2013-02-10,16.05747535563095
476,2013-02-17,13.435201837337198
477,2013-02-24,10.655108781991734
478,2013-03-03,11.79806182512704
479,2013-03-10,6.267876442176445
480,2013-03-17,8.22792449490411
481,2013-03-24,9.733446182277756
482,2013-03-31,5.952566518721934
483,2013-04-07,8.827730363714354
484,2013-04-14,5.632379877239437
485,2013-04-21,8.053327763273701
486,2013-04-28,5.939361403030392
487,2013-05-05,1.9465696514025637
488,2013-05-12,6.8529510003798535
489,2013-05-19,4.212390607095441
490,2013-05-26,0.0
491,2013-06-02,2.7536172229237517
492,2013-06-09,3.578236673118077
493,2013-06-16,6.348326590376299
494,2013-06-23,1.76285732902939
495,2013-06-30,3.7113353750827307
496,2013-07-07,3.1384595017507344
497,2013-07-14,4.176249875701971
498,2013-07-21,0.0
499,2013-07-28,0.0
500,2013-08-04,2.480803500310657
501,2013-08-11,0.0
502,2013-08-18,3.1129965680155887
503,2013-08-25,4.009163594750907
504,2013-09-01,3.2950299204827367
505,2013-09-08,5.154836056274469
506,2013-09-15,0.0
507,2013-09-22,6.185366245001029
508,2013-09-29,3.0165912614252504
509,2013-10-06,4.958220964137152
510,2013-10-13,5.333130564452815
511,2013-10-20,6.072777212822114
512,2013-10-27,4.25690287364273
513,2013-11-03,7.8443746545897115
514,2013-11-10,8.677427567891158
515,2013-11-17,8.5696456518521
516,2013-11-24,11.54745079161183
517,2013-12-01,10.295864707859524
518,2013-12-08,10.266664178999351
519,2013-12-15,21.114814042379635
520,2013-12-22,20.563119735807767
521,2013-12-29,34.666918635083924
522,2014-01-05,17.32964536771444
523,2014-01-12,19.056746506750887
524,2014-01-19,21.654605697434285
525,2014-01-26,14.30747478874964
526,2014-02-02,15.70391274787069
527,2014-02-09,12.646756959382634
528,2014-02-16,9.999252727218927
529,2014-02-23,15.194324890393958
530,2014-03-02,3.3229701584011284
531,2014-03-09,7.110791734723029
532,2014-03-16,6.851825470517201
533,2014-03-23,10.496933162622247
534,2014-03-30,3.4223812228258685
535,2014-04-06,5.369823679709949
536,2014-04-13,7.634760415883279
537,2014-04-20,9.384068061018388
538,2014-04-27,6.3600954372305125
539,2014-05-04,5.200818497167576
540,2014-05-11,0.0
541,2014-05-18,4.486188608199716
542,2014-05-25,5.038959690900413
543,2014-06-01,5.826985652066969
544,2014-06-08,3.0734816161610503
545,2014-06-15,4.393623501317498
546,2014-06-22,3.5412284333677837
547,2014-06-29,0.0
548,2014-07-06,3.5646031607256785
549,2014-07-13,2.4866510450949577
550,2014-07-20,3.755394034271202
551,2014-07-27,3.318566918081992
552,2014-08-03,8.452527405949018
553,2014-08-10,0.0
554,2014-08-17,0.0
555,2014-08-24,2.7605938487357276
556,2014-08-31,5.34461324772645
557,2014-09-07,0.0
558,2014-09-14,1.5436441483993781
559,2014-09-21,6.0847797303242634
