,date,/m/0g9pc
0,2004-01-04,6103.811956624371
1,2004-01-11,5501.952023213635
2,2004-01-18,4816.856751665786
3,2004-01-25,8329.43262847367
4,2004-02-01,6907.580311724865
5,2004-02-08,5830.406811297733
6,2004-02-15,5594.727160091317
7,2004-02-22,11478.913503513097
8,2004-02-29,10901.99437151116
9,2004-03-07,4935.137028613403
10,2004-03-14,5415.413759556
11,2004-03-21,0.0
12,2004-03-28,6351.704558218245
13,2004-04-04,3939.951535411137
14,2004-04-11,4716.509973238169
15,2004-04-18,0.0
16,2004-04-25,6483.076320245911
17,2004-05-02,6883.026162968322
18,2004-05-09,5391.766931934563
19,2004-05-16,2869.356638443745
20,2004-05-23,5516.015461667047
21,2004-05-30,2009.3241956380912
22,2004-06-06,5807.853263765442
23,2004-06-13,3817.290657216298
24,2004-06-20,5299.28273134226
25,2004-06-27,4380.206570049949
26,2004-07-04,3996.521426854874
27,2004-07-11,2093.471882506469
28,2004-07-18,2935.8810055384533
29,2004-07-25,4157.11149433094
30,2004-08-01,7119.6925607985995
31,2004-08-08,6504.405096226246
32,2004-08-15,6595.183592415939
33,2004-08-22,4123.606743496397
34,2004-08-29,3940.5537076100477
35,2004-09-05,2874.31121950704
36,2004-09-12,5314.251997476764
37,2004-09-19,3910.068698201895
38,2004-09-26,2448.1243057775637
39,2004-10-03,3355.0210721158237
40,2004-10-10,1888.3862717608781
41,2004-10-17,6930.415267855345
42,2004-10-24,4515.490703786837
43,2004-10-31,3616.1807813074433
44,2004-11-07,3287.6130326397747
45,2004-11-14,2682.3975330458647
46,2004-11-21,2597.5057334022663
47,2004-11-28,2215.596477711714
48,2004-12-05,2640.9405536176196
49,2004-12-12,3243.680158094223
50,2004-12-19,3603.80514152
51,2004-12-26,4727.878881949674
52,2005-01-02,4225.104713177098
53,2005-01-09,3600.0180942064812
54,2005-01-16,4166.111640871885
55,2005-01-23,4313.91826829274
56,2005-01-30,4307.8016298786
57,2005-02-06,0.0
58,2005-02-13,5164.942547469099
59,2005-02-20,3372.5344489304866
60,2005-02-27,4710.154495882185
61,2005-03-06,4587.840970881388
62,2005-03-13,3340.740787350227
