,date,influenza treatment
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,0.0
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,0.0
6,2004-02-15,0.0
7,2004-02-22,0.0
8,2004-02-29,0.0
9,2004-03-07,0.0
10,2004-03-14,0.0
11,2004-03-21,49.0960327083287
12,2004-03-28,0.0
13,2004-04-04,0.0
14,2004-04-11,0.0
15,2004-04-18,0.0
16,2004-04-25,0.0
17,2004-05-02,31.614121702779443
18,2004-05-09,23.33881346981867
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,0.0
23,2004-06-13,0.0
24,2004-06-20,0.0
25,2004-06-27,0.0
26,2004-07-04,0.0
27,2004-07-11,0.0
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,0.0
38,2004-09-26,0.0
39,2004-10-03,24.51294661897875
40,2004-10-10,0.0
41,2004-10-17,0.0
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,55.24161095089822
47,2004-11-28,22.132056944650937
48,2004-12-05,25.295223511011567
49,2004-12-12,0.0
50,2004-12-19,0.0
51,2004-12-26,0.0
52,2005-01-02,17.672867696185463
53,2005-01-09,0.0
54,2005-01-16,0.0
55,2005-01-23,0.0
56,2005-01-30,16.672363981650523
57,2005-02-06,17.765666237036477
58,2005-02-13,0.0
59,2005-02-20,0.0
60,2005-02-27,0.0
61,2005-03-06,0.0
62,2005-03-13,19.77185372250386
63,2005-03-20,18.60758701937099
64,2005-03-27,0.0
65,2005-04-03,0.0
66,2005-04-10,0.0
67,2005-04-17,0.0
68,2005-04-24,0.0
69,2005-05-01,0.0
70,2005-05-08,0.0
71,2005-05-15,0.0
72,2005-05-22,22.661277187044046
73,2005-05-29,0.0
74,2005-06-05,31.346485806430422
75,2005-06-12,0.0
76,2005-06-19,0.0
77,2005-06-26,0.0
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,16.100073605473565
82,2005-07-31,0.0
83,2005-08-07,0.0
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,0.0
87,2005-09-04,0.0
88,2005-09-11,0.0
89,2005-09-18,0.0
90,2005-09-25,0.0
91,2005-10-02,0.0
92,2005-10-09,18.449412442932243
93,2005-10-16,10.357697026428102
94,2005-10-23,0.0
95,2005-10-30,0.0
96,2005-11-06,0.0
97,2005-11-13,0.0
98,2005-11-20,0.0
99,2005-11-27,0.0
100,2005-12-04,0.0
101,2005-12-11,19.390509244552714
102,2005-12-18,19.495487784514484
103,2005-12-25,0.0
104,2006-01-01,25.61929190756987
105,2006-01-08,0.0
106,2006-01-15,0.0
107,2006-01-22,0.0
108,2006-01-29,0.0
109,2006-02-05,0.0
110,2006-02-12,0.0
111,2006-02-19,14.796240561324069
112,2006-02-26,13.750390302967325
113,2006-03-05,0.0
114,2006-03-12,0.0
115,2006-03-19,13.32867077606881
116,2006-03-26,14.114468234074073
117,2006-04-02,0.0
118,2006-04-09,9.117505475545082
119,2006-04-16,0.0
120,2006-04-23,11.393054584317047
121,2006-04-30,18.006282835959095
122,2006-05-07,0.0
123,2006-05-14,0.0
124,2006-05-21,0.0
125,2006-05-28,0.0
126,2006-06-04,0.0
127,2006-06-11,0.0
128,2006-06-18,0.0
129,2006-06-25,21.61534742105282
130,2006-07-02,0.0
131,2006-07-09,0.0
132,2006-07-16,0.0
133,2006-07-23,0.0
134,2006-07-30,0.0
135,2006-08-06,10.748034801988824
136,2006-08-13,0.0
137,2006-08-20,0.0
138,2006-08-27,0.0
139,2006-09-03,0.0
140,2006-09-10,0.0
141,2006-09-17,0.0
142,2006-09-24,0.0
143,2006-10-01,0.0
144,2006-10-08,9.647384395909807
145,2006-10-15,0.0
146,2006-10-22,16.806841590996182
147,2006-10-29,0.0
148,2006-11-05,0.0
149,2006-11-12,0.0
150,2006-11-19,23.276108346208076
151,2006-11-26,0.0
152,2006-12-03,0.0
153,2006-12-10,0.0
154,2006-12-17,0.0
155,2006-12-24,0.0
156,2006-12-31,0.0
157,2007-01-07,0.0
158,2007-01-14,0.0
159,2007-01-21,20.987765351324754
160,2007-01-28,11.846567515640661
161,2007-02-04,0.0
162,2007-02-11,0.0
163,2007-02-18,7.194856074151951
164,2007-02-25,7.816763120776933
165,2007-03-04,0.0
166,2007-03-11,15.254670907068412
167,2007-03-18,0.0
168,2007-03-25,26.67061396308958
169,2007-04-01,0.0
170,2007-04-08,0.0
171,2007-04-15,0.0
172,2007-04-22,0.0
173,2007-04-29,17.889477018895196
174,2007-05-06,17.25200142864488
175,2007-05-13,10.536399896521818
176,2007-05-20,0.0
177,2007-05-27,0.0
178,2007-06-03,0.0
179,2007-06-10,0.0
180,2007-06-17,19.157614652001897
181,2007-06-24,0.0
182,2007-07-01,0.0
183,2007-07-08,7.904879878682259
184,2007-07-15,15.464998587707578
185,2007-07-22,19.767315405792424
186,2007-07-29,0.0
187,2007-08-05,0.0
188,2007-08-12,10.429408006642632
189,2007-08-19,0.0
190,2007-08-26,0.0
191,2007-09-02,0.0
192,2007-09-09,0.0
193,2007-09-16,9.621682991938782
194,2007-09-23,12.174687532723766
195,2007-09-30,0.0
196,2007-10-07,0.0
197,2007-10-14,5.185663566753266
198,2007-10-21,0.0
199,2007-10-28,0.0
200,2007-11-04,0.0
201,2007-11-11,12.132302719472621
202,2007-11-18,21.78088375677522
203,2007-11-25,0.0
204,2007-12-02,13.361765762511961
205,2007-12-09,5.286558574738985
206,2007-12-16,0.0
207,2007-12-23,0.0
208,2007-12-30,0.0
209,2008-01-06,8.557147431765161
210,2008-01-13,6.803967625401474
211,2008-01-20,7.438911617479924
212,2008-01-27,9.637659406793668
213,2008-02-03,9.613243665740573
214,2008-02-10,22.567143971428298
215,2008-02-17,14.834992685716161
216,2008-02-24,10.833166184225078
217,2008-03-02,21.369585122857796
218,2008-03-09,11.94131267324746
219,2008-03-16,11.510115290084274
220,2008-03-23,12.474209101531546
221,2008-03-30,10.008589905824822
222,2008-04-06,4.520732238228994
223,2008-04-13,0.0
224,2008-04-20,10.446202588371394
225,2008-04-27,4.446427850499284
226,2008-05-04,0.0
227,2008-05-11,5.965382005602399
228,2008-05-18,17.674910152361278
229,2008-05-25,6.704769671408351
230,2008-06-01,0.0
231,2008-06-08,7.26430398067168
232,2008-06-15,0.0
233,2008-06-22,0.0
234,2008-06-29,0.0
235,2008-07-06,0.0
236,2008-07-13,19.40345747784804
237,2008-07-20,11.434804974451845
238,2008-07-27,0.0
239,2008-08-03,5.938231364764167
240,2008-08-10,0.0
241,2008-08-17,10.065003967928076
242,2008-08-24,5.846711552344602
243,2008-08-31,0.0
244,2008-09-07,6.741493870485825
245,2008-09-14,0.0
246,2008-09-21,7.00046288812044
247,2008-09-28,0.0
248,2008-10-05,0.0
249,2008-10-12,0.0
250,2008-10-19,0.0
251,2008-10-26,9.572862215903758
252,2008-11-02,5.1334251112325955
253,2008-11-09,7.842340119912269
254,2008-11-16,0.0
255,2008-11-23,0.0
256,2008-11-30,9.329497968999732
257,2008-12-07,7.606697418410621
258,2008-12-14,4.061588370579101
259,2008-12-21,9.154947938801559
260,2008-12-28,0.0
261,2009-01-04,0.0
262,2009-01-11,0.0
263,2009-01-18,0.0
264,2009-01-25,14.542148760394417
265,2009-02-01,18.76791607097541
266,2009-02-08,7.323550549419709
267,2009-02-15,3.964685742204486
268,2009-02-22,19.077307325030088
269,2009-03-01,18.149464025921663
270,2009-03-08,17.442901588801444
271,2009-03-15,18.930163615563842
272,2009-03-22,0.0
273,2009-03-29,8.309019563647409
274,2009-04-05,0.0
275,2009-04-12,6.470727307818661
276,2009-04-19,6.086650831426645
277,2009-04-26,7.249078323243825
278,2009-05-03,11.309489276217386
279,2009-05-10,16.777591881709498
280,2009-05-17,0.0
281,2009-05-24,0.0
282,2009-05-31,7.723476475978467
283,2009-06-07,6.458682394636099
284,2009-06-14,0.0
285,2009-06-21,5.755054670852126
286,2009-06-28,4.853644608694508
287,2009-07-05,7.716294455258789
288,2009-07-12,0.0
289,2009-07-19,5.389401435712996
290,2009-07-26,4.598628481993093
291,2009-08-02,10.093257154096213
292,2009-08-09,6.583125320097519
293,2009-08-16,0.0
294,2009-08-23,0.0
295,2009-08-30,19.48061050901523
296,2009-09-06,11.930192528267122
297,2009-09-13,6.592930935340127
298,2009-09-20,8.61059204536147
299,2009-09-27,14.060249409526342
300,2009-10-04,7.00837891648946
301,2009-10-11,3.7905114936471946
302,2009-10-18,7.474551180671336
303,2009-10-25,15.674400003736823
304,2009-11-01,10.8913305529529
305,2009-11-08,8.297144533597116
306,2009-11-15,14.063459550017997
307,2009-11-22,5.2369104228509356
308,2009-11-29,6.150432253360838
309,2009-12-06,0.0
310,2009-12-13,0.0
311,2009-12-20,0.0
312,2009-12-27,7.99395804779598
313,2010-01-03,0.0
314,2010-01-10,13.580976200506775
315,2010-01-17,3.8640473065771137
316,2010-01-24,6.563353957656256
317,2010-01-31,0.0
318,2010-02-07,0.0
319,2010-02-14,0.0
320,2010-02-21,6.86145505869971
321,2010-02-28,4.916621847899421
322,2010-03-07,6.612994989997685
323,2010-03-14,8.20423609413647
324,2010-03-21,10.693654996391185
325,2010-03-28,9.891185479015375
326,2010-04-04,6.814566563235241
327,2010-04-11,0.0
328,2010-04-18,0.0
329,2010-04-25,0.0
330,2010-05-02,3.9508470085523575
331,2010-05-09,5.22538289552056
332,2010-05-16,6.1217508580474265
333,2010-05-23,14.738267035125487
334,2010-05-30,0.0
335,2010-06-06,10.394621969296233
336,2010-06-13,0.0
337,2010-06-20,0.0
338,2010-06-27,4.431076606009267
339,2010-07-04,0.0
340,2010-07-11,4.743669710749293
341,2010-07-18,0.0
342,2010-07-25,0.0
343,2010-08-01,0.0
344,2010-08-08,0.0
345,2010-08-15,0.0
346,2010-08-22,3.7956751606031345
347,2010-08-29,10.391255083518379
348,2010-09-05,0.0
349,2010-09-12,0.0
350,2010-09-19,4.8002955876188675
351,2010-09-26,3.6695999967469777
352,2010-10-03,5.896417369259314
353,2010-10-10,3.6449339563823875
354,2010-10-17,5.111045374557611
355,2010-10-24,8.193385560260365
356,2010-10-31,3.6106997134518006
357,2010-11-07,3.118772672703789
358,2010-11-14,0.0
359,2010-11-21,8.856247960994798
360,2010-11-28,7.430654007239019
361,2010-12-05,6.324527841797639
362,2010-12-12,5.97756537726484
363,2010-12-19,8.387610657511951
364,2010-12-26,11.809360580575797
365,2011-01-02,12.653276517100329
366,2011-01-09,3.2529779400024124
367,2011-01-16,8.760377712909614
368,2011-01-23,13.40720519535441
369,2011-01-30,11.228424467808592
370,2011-02-06,7.153215984133313
371,2011-02-13,12.17373064413995
372,2011-02-20,12.023277685216316
373,2011-02-27,11.059340695301497
374,2011-03-06,7.412375837289316
375,2011-03-13,4.004862168268497
376,2011-03-20,6.058971296890946
377,2011-03-27,5.1510957887916415
378,2011-04-03,6.466366953472587
379,2011-04-10,4.078523142715627
380,2011-04-17,2.7796469908485064
381,2011-04-24,3.76829387694833
382,2011-05-01,0.0
383,2011-05-08,5.374726355202287
384,2011-05-15,0.0
385,2011-05-22,3.8687477937266705
386,2011-05-29,5.32316700670903
387,2011-06-05,0.0
388,2011-06-12,0.0
389,2011-06-19,0.0
390,2011-06-26,0.0
391,2011-07-03,0.0
392,2011-07-10,0.0
393,2011-07-17,0.0
394,2011-07-24,0.0
395,2011-07-31,2.88133491731224
396,2011-08-07,3.6910298588241854
397,2011-08-14,0.0
398,2011-08-21,0.0
399,2011-08-28,5.174528912675959
400,2011-09-04,0.0
401,2011-09-11,0.0
402,2011-09-18,0.0
403,2011-09-25,3.5903719716060447
404,2011-10-02,2.139623768621909
405,2011-10-09,5.891847475778218
406,2011-10-16,5.1454886889493
407,2011-10-23,6.594097189451188
408,2011-10-30,2.21179502583299
409,2011-11-06,2.1479021724518534
410,2011-11-13,7.155868246949465
411,2011-11-20,3.2660238642806285
412,2011-11-27,3.1778042307114753
413,2011-12-04,3.820680052275267
414,2011-12-11,6.915342863438327
415,2011-12-18,4.658931419613824
416,2011-12-25,0.0
417,2012-01-01,3.0786906531919738
418,2012-01-08,0.0
419,2012-01-15,0.0
420,2012-01-22,3.510815111741752
421,2012-01-29,4.110194201331754
422,2012-02-05,5.498788964566727
423,2012-02-12,3.470610593834017
424,2012-02-19,3.244012266220434
425,2012-02-26,7.203046755303326
426,2012-03-04,13.450783542401844
427,2012-03-11,7.664034174082785
428,2012-03-18,5.343194194921871
429,2012-03-25,7.194303714584204
430,2012-04-01,5.439413060737721
431,2012-04-08,4.664655438314947
432,2012-04-15,0.0
433,2012-04-22,6.214534909056238
434,2012-04-29,4.233207295973567
435,2012-05-06,3.1139259859363184
436,2012-05-13,6.9121896503888225
437,2012-05-20,3.773634550026927
438,2012-05-27,4.2136965759645495
439,2012-06-03,0.0
440,2012-06-10,5.851979123672728
441,2012-06-17,0.0
442,2012-06-24,2.8271714943770423
443,2012-07-01,1.7962328273374621
444,2012-07-08,3.722812376959595
445,2012-07-15,0.0
446,2012-07-22,3.1264023186763503
447,2012-07-29,0.0
448,2012-08-05,2.1022391271961465
449,2012-08-12,0.0
450,2012-08-19,5.163058103597578
451,2012-08-26,0.0
452,2012-09-02,4.8388747193709385
453,2012-09-09,10.415857567669809
454,2012-09-16,0.0
455,2012-09-23,4.682992941641052
456,2012-09-30,0.0
457,2012-10-07,0.0
458,2012-10-14,5.148901090671304
459,2012-10-21,9.472394318390515
460,2012-10-28,4.186872530466936
461,2012-11-04,4.967293826862325
462,2012-11-11,4.167574235789645
463,2012-11-18,3.1571208096370706
464,2012-11-25,6.295997616982398
465,2012-12-02,8.48043894314553
466,2012-12-09,10.015838551750921
467,2012-12-16,14.4974753100704
468,2012-12-23,9.773108021809758
469,2012-12-30,13.79496007889479
470,2013-01-06,17.4936220453004
471,2013-01-13,12.395246277598023
472,2013-01-20,9.233959696518344
473,2013-01-27,9.249369133593417
474,2013-02-03,9.81560768476787
475,2013-02-10,10.493235053251894
476,2013-02-17,5.965311334530634
477,2013-02-24,3.4516333513548307
478,2013-03-03,4.306295617257614
479,2013-03-10,7.826751437294443
480,2013-03-17,2.857624827573043
481,2013-03-24,3.6180809517911836
482,2013-03-31,2.9269213101896674
483,2013-04-07,3.9904749979101553
484,2013-04-14,6.431731079895238
485,2013-04-21,8.180688504209678
486,2013-04-28,8.331923534657388
487,2013-05-05,0.0
488,2013-05-12,3.9193581043917973
489,2013-05-19,1.3737378533036768
490,2013-05-26,1.9988900940728773
491,2013-06-02,0.0
492,2013-06-09,0.0
493,2013-06-16,2.5491505117228486
494,2013-06-23,0.0
495,2013-06-30,2.6690896542932525
496,2013-07-07,2.7261133139911133
497,2013-07-14,0.0
498,2013-07-21,3.856970760115712
499,2013-07-28,3.9225559408394997
500,2013-08-04,1.9631938503771025
501,2013-08-11,1.8662998172420415
502,2013-08-18,3.0792388310291505
503,2013-08-25,4.642365484520337
504,2013-09-01,0.0
505,2013-09-08,6.119652806876391
506,2013-09-15,3.367379887849594
507,2013-09-22,4.838197491118199
508,2013-09-29,5.351685412237886
509,2013-10-06,2.93180307084391
510,2013-10-13,1.2863102291868231
511,2013-10-20,4.5662352117872675
512,2013-10-27,7.230624679292855
513,2013-11-03,5.529745258827228
514,2013-11-10,6.70027728799487
515,2013-11-17,6.45587400895177
516,2013-11-24,3.6028606981141875
517,2013-12-01,6.766991300923617
518,2013-12-08,5.363512607999919
519,2013-12-15,8.110919849152278
520,2013-12-22,4.74657629103364
521,2013-12-29,10.832436433243391
522,2014-01-05,9.102361525038498
523,2014-01-12,10.226402109894691
524,2014-01-19,10.139147535766758
525,2014-01-26,7.733018964683039
526,2014-02-02,2.8035600299313805
527,2014-02-09,6.249354994948656
528,2014-02-16,6.794772838642502
529,2014-02-23,5.155807525827415
530,2014-03-02,7.68531700800055
531,2014-03-09,5.748192259583138
532,2014-03-16,6.404622064605844
533,2014-03-23,0.0
534,2014-03-30,3.24530028163402
535,2014-04-06,4.396278597665609
536,2014-04-13,8.082425298719798
537,2014-04-20,4.263032079790951
538,2014-04-27,2.3707815704459314
539,2014-05-04,5.052470104545442
540,2014-05-11,3.89280759636744
541,2014-05-18,2.0477715912276033
542,2014-05-25,2.5872216722990973
543,2014-06-01,0.0
544,2014-06-08,3.501360422033166
545,2014-06-15,1.5211852960389618
546,2014-06-22,0.0
547,2014-06-29,0.0
548,2014-07-06,2.073511702309948
549,2014-07-13,3.6835742684914337
550,2014-07-20,1.6315080103100583
551,2014-07-27,1.8529340821632632
552,2014-08-03,0.0
553,2014-08-10,1.8376149467886826
554,2014-08-17,1.4086161677573454
555,2014-08-24,0.0
556,2014-08-31,4.525706681774982
557,2014-09-07,1.6300593545890312
558,2014-09-14,5.422088462017016
559,2014-09-21,1.710411305196751
