,date,flu
0,2004-01-04,3082.696592308769
1,2004-01-11,1545.2932562523692
2,2004-01-18,0.0
3,2004-01-25,2981.378730175578
4,2004-02-01,1602.826727807014
5,2004-02-08,0.0
6,2004-02-15,1386.301705501098
7,2004-02-22,2420.1811274448146
8,2004-02-29,1269.0724947910735
9,2004-03-07,1885.8545310533623
10,2004-03-14,0.0
11,2004-03-21,0.0
12,2004-03-28,1541.166682853611
13,2004-04-04,0.0
14,2004-04-11,970.3294084298601
15,2004-04-18,1981.8833109332015
16,2004-04-25,0.0
17,2004-05-02,637.8535464177929
18,2004-05-09,585.1951357927474
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,0.0
23,2004-06-13,0.0
24,2004-06-20,0.0
25,2004-06-27,0.0
26,2004-07-04,701.9754552002515
27,2004-07-11,0.0
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,1286.134331730466
38,2004-09-26,3261.959835686429
39,2004-10-03,5276.680978353378
40,2004-10-10,9347.507551575676
41,2004-10-17,5604.293872404055
42,2004-10-24,3572.2402979877224
43,2004-10-31,4565.5048341798765
44,2004-11-07,3984.445884646615
45,2004-11-14,0.0
46,2004-11-21,644.0646956679303
47,2004-11-28,1956.8487275662783
48,2004-12-05,1458.4873457162928
49,2004-12-12,1229.484015780603
50,2004-12-19,2334.0527693836334
51,2004-12-26,1775.0686200637952
52,2005-01-02,3435.9243928804963
53,2005-01-09,2485.9082764060495
54,2005-01-16,1504.6033712200679
55,2005-01-23,2085.6915690022633
56,2005-01-30,2326.4384157672025
57,2005-02-06,2100.5789164778794
58,2005-02-13,1167.6662882426003
59,2005-02-20,1239.6460628080197
60,2005-02-27,3327.413568581219
61,2005-03-06,2990.753606062427
62,2005-03-13,1480.6107985986637
63,2005-03-20,1196.9549053429978
