,date,symptoms of bronchitis
0,2004-01-04,28.76127031550078
1,2004-01-11,0.0
2,2004-01-18,0.0
3,2004-01-25,46.196789671367604
4,2004-02-01,22.583808831705603
5,2004-02-08,0.0
6,2004-02-15,0.0
7,2004-02-22,0.0
8,2004-02-29,45.627212269088
9,2004-03-07,77.07330379053475
10,2004-03-14,0.0
11,2004-03-21,0.0
12,2004-03-28,0.0
13,2004-04-04,0.0
14,2004-04-11,0.0
15,2004-04-18,0.0
16,2004-04-25,0.0
17,2004-05-02,0.0
18,2004-05-09,47.90790310426058
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,20.044814143708795
23,2004-06-13,0.0
24,2004-06-20,25.465046432994313
25,2004-06-27,19.039698935127934
26,2004-07-04,0.0
27,2004-07-11,0.0
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,28.480583213318923
34,2004-08-29,20.512923057790193
35,2004-09-05,33.4687586439101
36,2004-09-12,28.21959741747191
37,2004-09-19,25.89252793136789
38,2004-09-26,148.98764692713405
39,2004-10-03,41.28631461157253
40,2004-10-10,0.0
41,2004-10-17,0.0
42,2004-10-24,23.32497879626438
43,2004-10-31,0.0
44,2004-11-07,34.04601910650876
45,2004-11-14,25.14433237203449
46,2004-11-21,0.0
47,2004-11-28,0.0
48,2004-12-05,0.0
49,2004-12-12,20.102686685594403
50,2004-12-19,0.0
51,2004-12-26,0.0
52,2005-01-02,25.359712729090766
53,2005-01-09,66.59905208836693
54,2005-01-16,36.36124169616102
55,2005-01-23,20.882005262055653
56,2005-01-30,19.079179598546965
57,2005-02-06,46.41028030825358
58,2005-02-13,69.52004909899256
59,2005-02-20,24.37406361168929
60,2005-02-27,33.98975351353429
61,2005-03-06,0.0
62,2005-03-13,32.65205807167818
63,2005-03-20,22.650452667511814
64,2005-03-27,23.742962669511474
65,2005-04-03,0.0
66,2005-04-10,45.970539301978455
67,2005-04-17,0.0
68,2005-04-24,48.41829596559442
69,2005-05-01,12.708386686816045
70,2005-05-08,0.0
71,2005-05-15,21.266702181567187
72,2005-05-22,0.0
73,2005-05-29,0.0
74,2005-06-05,37.74953205092301
75,2005-06-12,18.760200526619407
76,2005-06-19,0.0
77,2005-06-26,13.844583324767887
78,2005-07-03,16.99394817003539
79,2005-07-10,21.91617549417137
80,2005-07-17,0.0
81,2005-07-24,15.612283700926566
82,2005-07-31,0.0
83,2005-08-07,0.0
84,2005-08-14,15.725453474032632
85,2005-08-21,15.7753106201312
86,2005-08-28,0.0
87,2005-09-04,0.0
88,2005-09-11,16.0347680041863
89,2005-09-18,0.0
90,2005-09-25,23.864386212193576
91,2005-10-02,10.572706936158951
92,2005-10-09,17.107948483634143
93,2005-10-16,0.0
94,2005-10-23,0.0
95,2005-10-30,14.959793322858886
96,2005-11-06,0.0
97,2005-11-13,13.786365628303171
98,2005-11-20,11.610389409682458
99,2005-11-27,30.835718518513534
100,2005-12-04,27.99758613786182
101,2005-12-11,18.380508009430947
102,2005-12-18,29.168998806369224
103,2005-12-25,0.0
104,2006-01-01,13.01625153504237
105,2006-01-08,17.231510383069097
106,2006-01-15,0.0
107,2006-01-22,14.570626766564807
108,2006-01-29,25.845034031001607
109,2006-02-05,56.32866372740375
110,2006-02-12,21.40011902371905
