,date,pneumonia
0,2004-01-04,569.2683128691621
1,2004-01-11,498.61946676729144
2,2004-01-18,947.0234599482643
3,2004-01-25,631.481217209778
4,2004-02-01,356.48343822715947
5,2004-02-08,650.8256353415691
6,2004-02-15,200.57561073748278
7,2004-02-22,316.72059127346637
8,2004-02-29,524.0165446286135
9,2004-03-07,0.0
10,2004-03-14,293.77855142425864
11,2004-03-21,0.0
12,2004-03-28,497.8103780136365
13,2004-04-04,0.0
14,2004-04-11,319.1866159339154
15,2004-04-18,447.6625813233954
16,2004-04-25,247.3678449538987
17,2004-05-02,278.2469833654095
18,2004-05-09,200.32075261473767
19,2004-05-16,426.8517416652752
20,2004-05-23,132.8804475176066
21,2004-05-30,357.0901067314997
22,2004-06-06,456.70313778437065
23,2004-06-13,423.54287453922944
24,2004-06-20,0.0
25,2004-06-27,339.5227304603594
26,2004-07-04,146.19560652597818
27,2004-07-11,556.605507745161
28,2004-07-18,490.8184030215563
29,2004-07-25,248.68744973413564
30,2004-08-01,0.0
31,2004-08-08,236.20645163365992
32,2004-08-15,279.7508008345376
33,2004-08-22,918.4165280313665
34,2004-08-29,243.43647960935965
35,2004-09-05,428.01885630702384
36,2004-09-12,369.95854636429993
37,2004-09-19,241.4144447099831
38,2004-09-26,330.738540993899
39,2004-10-03,293.8255077001577
40,2004-10-10,492.4391264322879
41,2004-10-17,371.76560536268084
42,2004-10-24,428.06980879298584
43,2004-10-31,594.2787131882972
44,2004-11-07,778.63101867106
45,2004-11-14,494.50768036912444
46,2004-11-21,0.0
47,2004-11-28,701.48533801492
48,2004-12-05,774.5620127719664
49,2004-12-12,620.2004334347321
50,2004-12-19,428.670470605443
51,2004-12-26,393.84127070627983
52,2005-01-02,645.8442309784002
53,2005-01-09,394.59308368545
54,2005-01-16,1125.7869143072676
55,2005-01-23,995.7615213015906
56,2005-01-30,232.60357173990062
57,2005-02-06,711.2130052004819
58,2005-02-13,421.36785637697426
59,2005-02-20,544.3902166736874
60,2005-02-27,584.0014273285235
61,2005-03-06,1217.794346266983
62,2005-03-13,855.5758625423543
63,2005-03-20,443.6993083540274
64,2005-03-27,581.6922831661294
65,2005-04-03,740.1903782333872
66,2005-04-10,444.53331359495434
67,2005-04-17,425.852509706219
68,2005-04-24,780.5300031120076
69,2005-05-01,444.6919482597079
70,2005-05-08,663.8647658007905
71,2005-05-15,803.7373380782939
72,2005-05-22,569.9848075474126
73,2005-05-29,557.8701668509481
74,2005-06-05,460.0655322311616
75,2005-06-12,630.3403232109371
76,2005-06-19,253.27350476362324
77,2005-06-26,248.2790870680732
78,2005-07-03,540.3232685985905
79,2005-07-10,427.2953204310972
80,2005-07-17,279.62452607465775
81,2005-07-24,437.44767947912413
82,2005-07-31,136.7993019280012
83,2005-08-07,562.7320181306211
84,2005-08-14,287.20402806321346
85,2005-08-21,0.0
86,2005-08-28,185.2494113629319
87,2005-09-04,361.9961248755834
88,2005-09-11,378.2500695789305
89,2005-09-18,327.46264580193116
90,2005-09-25,441.91597809644594
91,2005-10-02,502.56463478292073
92,2005-10-09,254.5731568334434
93,2005-10-16,382.2055587401557
94,2005-10-23,324.48585130658387
95,2005-10-30,465.38903178532223
96,2005-11-06,351.9638238773246
97,2005-11-13,773.3492363113734
98,2005-11-20,463.34691656355375
99,2005-11-27,656.8172403808385
100,2005-12-04,660.6761396991653
101,2005-12-11,574.169981496642
102,2005-12-18,694.0774548710851
103,2005-12-25,725.1031757114596
104,2006-01-01,783.651803269439
105,2006-01-08,584.7188328709019
106,2006-01-15,510.3908011878769
107,2006-01-22,497.1228683348311
108,2006-01-29,674.3497294871111
109,2006-02-05,771.7743867585515
110,2006-02-12,799.0089541742204
111,2006-02-19,494.42074569965877
112,2006-02-26,702.5433106376599
113,2006-03-05,574.4625440917262
114,2006-03-12,286.7185210247857
115,2006-03-19,712.2018848786649
116,2006-03-26,67.05570137189393
117,2006-04-02,439.57006063319085
118,2006-04-09,541.8800952034472
119,2006-04-16,315.44524845649545
120,2006-04-23,645.4573244423395
121,2006-04-30,407.9601598677325
122,2006-05-07,562.2710708156862
123,2006-05-14,509.04444526290195
124,2006-05-21,152.75229151794048
125,2006-05-28,428.11494060596186
126,2006-06-04,523.1429292667037
127,2006-06-11,310.7683426693593
128,2006-06-18,582.2143218626237
129,2006-06-25,88.20867649184271
130,2006-07-02,295.8001893505121
131,2006-07-09,423.34035771387624
132,2006-07-16,184.91989999569392
133,2006-07-23,301.0901488406853
134,2006-07-30,159.5807469414964
135,2006-08-06,97.01775256915285
136,2006-08-13,293.5194023194907
137,2006-08-20,227.94145019225365
138,2006-08-27,92.23148762579987
139,2006-09-03,372.1243767327177
140,2006-09-10,358.59066077766107
141,2006-09-17,393.7815798471906
142,2006-09-24,223.9675733422042
143,2006-10-01,374.2450678211569
144,2006-10-08,409.55954813209354
145,2006-10-15,249.04155079821058
146,2006-10-22,464.04331038967626
147,2006-10-29,558.8051015039456
148,2006-11-05,473.1309268049475
149,2006-11-12,549.6591006664961
150,2006-11-19,455.2677453236638
151,2006-11-26,545.2718303312806
152,2006-12-03,495.82577079627737
153,2006-12-10,612.3161275089471
154,2006-12-17,387.9188382479238
155,2006-12-24,457.7347557212662
156,2006-12-31,726.386588383753
157,2007-01-07,534.05496091118
158,2007-01-14,1107.8106120409773
159,2007-01-21,474.89939980188745
160,2007-01-28,860.9290772546608
161,2007-02-04,772.5604962874294
162,2007-02-11,423.62379384336356
163,2007-02-18,751.7265304147801
164,2007-02-25,792.3422809309772
165,2007-03-04,495.22491093240075
