,date,/m/08pr_0
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,0.0
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,0.0
6,2004-02-15,59.716249975960956
7,2004-02-22,0.0
8,2004-02-29,35.62961871022234
9,2004-03-07,0.0
10,2004-03-14,0.0
11,2004-03-21,0.0
12,2004-03-28,22.12562023462973
13,2004-04-04,0.0
14,2004-04-11,0.0
15,2004-04-18,0.0
16,2004-04-25,0.0
17,2004-05-02,0.0
18,2004-05-09,0.0
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,0.0
23,2004-06-13,18.843174093629205
24,2004-06-20,36.79240665463837
25,2004-06-27,0.0
26,2004-07-04,0.0
27,2004-07-11,0.0
28,2004-07-18,57.2796948494744
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,0.0
32,2004-08-15,0.0
33,2004-08-22,30.5442974462214
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,26.756133909737
37,2004-09-19,0.0
38,2004-09-26,0.0
39,2004-10-03,27.03621121529911
40,2004-10-10,23.96264419167363
41,2004-10-17,0.0
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,23.239671815742575
45,2004-11-14,37.330959242028285
46,2004-11-21,116.10814555176785
47,2004-11-28,0.0
48,2004-12-05,0.0
49,2004-12-12,0.0
50,2004-12-19,0.0
51,2004-12-26,0.0
52,2005-01-02,14.133290615212367
53,2005-01-09,0.0
54,2005-01-16,0.0
55,2005-01-23,0.0
56,2005-01-30,13.8478649918514
57,2005-02-06,0.0
58,2005-02-13,63.0807193569133
59,2005-02-20,0.0
60,2005-02-27,0.0
61,2005-03-06,0.0
62,2005-03-13,0.0
63,2005-03-20,21.710355141669684
64,2005-03-27,0.0
65,2005-04-03,0.0
66,2005-04-10,0.0
67,2005-04-17,0.0
68,2005-04-24,26.381673507040716
69,2005-05-01,0.0
70,2005-05-08,0.0
71,2005-05-15,0.0
72,2005-05-22,46.15682403651049
73,2005-05-29,0.0
74,2005-06-05,17.845544770549235
75,2005-06-12,0.0
76,2005-06-19,0.0
77,2005-06-26,0.0
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,16.282462393032745
81,2005-07-24,14.009473924130276
82,2005-07-31,0.0
83,2005-08-07,0.0
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,18.805983270331527
87,2005-09-04,0.0
88,2005-09-11,0.0
89,2005-09-18,144.74827768431032
90,2005-09-25,691.2240241683819
91,2005-10-02,382.70265205139464
92,2005-10-09,241.51939999433804
93,2005-10-16,325.2699758698614
94,2005-10-23,233.42961990944215
95,2005-10-30,84.15281676738627
96,2005-11-06,91.88763901986434
97,2005-11-13,62.60018215594179
98,2005-11-20,38.30117724431983
99,2005-11-27,20.584423275590815
100,2005-12-04,26.978099755792417
101,2005-12-11,29.494721948184775
102,2005-12-18,52.44521239944014
103,2005-12-25,0.0
104,2006-01-01,26.590312490206216
105,2006-01-08,26.989867958550192
106,2006-01-15,30.43191800263155
107,2006-01-22,0.0
108,2006-01-29,26.15241749171955
109,2006-02-05,15.147765641604071
110,2006-02-12,0.0
111,2006-02-19,18.60631981565094
112,2006-02-26,14.241500804969602
113,2006-03-05,11.974248340974777
114,2006-03-12,0.0
115,2006-03-19,27.14775128410385
116,2006-03-26,25.139846856943446
117,2006-04-02,25.52219980371401
118,2006-04-09,10.392702307632398
119,2006-04-16,13.718503555923077
120,2006-04-23,0.0
121,2006-04-30,19.054529502720804
122,2006-05-07,34.40913411953419
123,2006-05-14,9.96883029068255
124,2006-05-21,12.746063651618405
125,2006-05-28,0.0
126,2006-06-04,10.455818735195681
127,2006-06-11,20.15413092273621
128,2006-06-18,0.0
129,2006-06-25,0.0
130,2006-07-02,9.585396036335583
131,2006-07-09,31.046714780297542
132,2006-07-16,36.212368419620596
133,2006-07-23,31.951127280709372
134,2006-07-30,16.412309461034177
135,2006-08-06,15.608326992429314
136,2006-08-13,19.98111730601178
137,2006-08-20,0.0
138,2006-08-27,10.64649263045082
139,2006-09-03,0.0
140,2006-09-10,19.077165554046548
141,2006-09-17,0.0
142,2006-09-24,11.109984361454362
143,2006-10-01,9.006343483145395
144,2006-10-08,11.051640776973784
145,2006-10-15,7.277409292277709
146,2006-10-22,24.074756401975993
147,2006-10-29,7.245010540887101
148,2006-11-05,13.440294626758087
149,2006-11-12,8.940228953073168
150,2006-11-19,0.0
151,2006-11-26,0.0
152,2006-12-03,8.528611782636006
153,2006-12-10,13.272918828742803
154,2006-12-17,12.60181506830345
155,2006-12-24,13.897054772944458
156,2006-12-31,15.057790814481221
157,2007-01-07,0.0
158,2007-01-14,0.0
159,2007-01-21,11.81195766137319
160,2007-01-28,0.0
161,2007-02-04,25.57541598695608
162,2007-02-11,10.076135514232469
163,2007-02-18,20.104642556857208
164,2007-02-25,17.503492121442854
165,2007-03-04,0.0
166,2007-03-11,0.0
167,2007-03-18,0.0
168,2007-03-25,0.0
169,2007-04-01,0.0
170,2007-04-08,13.385558657485406
171,2007-04-15,11.104934444247993
172,2007-04-22,7.4864367829531195
173,2007-04-29,0.0
174,2007-05-06,0.0
175,2007-05-13,13.455343183600844
176,2007-05-20,0.0
177,2007-05-27,8.67310017375786
178,2007-06-03,14.868366340839293
179,2007-06-10,5.784999025804499
180,2007-06-17,0.0
181,2007-06-24,0.0
182,2007-07-01,0.0
183,2007-07-08,8.170288140325313
184,2007-07-15,0.0
185,2007-07-22,0.0
186,2007-07-29,0.0
187,2007-08-05,9.895656090415722
188,2007-08-12,0.0
189,2007-08-19,17.533741688480436
190,2007-08-26,17.286741496641874
191,2007-09-02,0.0
192,2007-09-09,0.0
193,2007-09-16,0.0
194,2007-09-23,7.961889596118341
195,2007-09-30,0.0
196,2007-10-07,7.217207872434055
197,2007-10-14,6.618016062066272
198,2007-10-21,0.0
199,2007-10-28,0.0
200,2007-11-04,0.0
201,2007-11-11,0.0
202,2007-11-18,0.0
203,2007-11-25,14.490042834782285
204,2007-12-02,5.714969473523593
205,2007-12-09,0.0
206,2007-12-16,0.0
207,2007-12-23,0.0
208,2007-12-30,7.118920806689052
209,2008-01-06,8.878628534842308
210,2008-01-13,9.179503160379682
211,2008-01-20,0.0
212,2008-01-27,0.0
213,2008-02-03,8.097572499627852
214,2008-02-10,13.501075815829804
215,2008-02-17,6.722581575521281
216,2008-02-24,6.987732470189549
217,2008-03-02,0.0
218,2008-03-09,0.0
219,2008-03-16,5.951813406447942
220,2008-03-23,11.176831008846156
221,2008-03-30,0.0
222,2008-04-06,22.293012890060613
223,2008-04-13,4.239346683376574
224,2008-04-20,0.0
225,2008-04-27,0.0
226,2008-05-04,0.0
227,2008-05-11,0.0
228,2008-05-18,12.601618230122211
229,2008-05-25,4.683283659357072
230,2008-06-01,8.247336405734407
231,2008-06-08,10.232975165225982
232,2008-06-15,29.674468757997918
233,2008-06-22,0.0
234,2008-06-29,9.97588835119937
235,2008-07-06,0.0
236,2008-07-13,5.269928619243482
237,2008-07-20,41.78591221587246
238,2008-07-27,27.863852804939047
239,2008-08-03,0.0
240,2008-08-10,0.0
241,2008-08-17,7.924228076762985
242,2008-08-24,11.272867559407072
243,2008-08-31,7.2246426752321495
244,2008-09-07,0.0
245,2008-09-14,0.0
246,2008-09-21,6.575328972006116
247,2008-09-28,0.0
248,2008-10-05,4.4491578292869916
249,2008-10-12,0.0
250,2008-10-19,0.0
251,2008-10-26,11.73673027003915
252,2008-11-02,0.0
253,2008-11-09,0.0
254,2008-11-16,0.0
255,2008-11-23,0.0
256,2008-11-30,0.0
257,2008-12-07,3.748795525912087
258,2008-12-14,0.0
259,2008-12-21,19.17198280320753
260,2008-12-28,12.648289127230688
261,2009-01-04,0.0
262,2009-01-11,9.23934696251851
263,2009-01-18,7.078717124978735
264,2009-01-25,8.83307986509059
265,2009-02-01,0.0
266,2009-02-08,0.0
267,2009-02-15,12.535345400029525
268,2009-02-22,0.0
269,2009-03-01,0.0
270,2009-03-08,6.191371619688384
271,2009-03-15,0.0
272,2009-03-22,7.8689759368243966
273,2009-03-29,0.0
274,2009-04-05,0.0
275,2009-04-12,0.0
276,2009-04-19,0.0
277,2009-04-26,12.154209415105662
278,2009-05-03,4.4144803628365645
279,2009-05-10,0.0
280,2009-05-17,10.970811253526717
281,2009-05-24,0.0
282,2009-05-31,10.328569186370544
283,2009-06-07,11.123376750473032
284,2009-06-14,12.333336142669339
285,2009-06-21,6.562725289821224
286,2009-06-28,47.04366609704231
287,2009-07-05,17.01203722652546
288,2009-07-12,12.292878536124672
289,2009-07-19,6.844628973423478
290,2009-07-26,0.0
291,2009-08-02,0.0
292,2009-08-09,11.856703340226021
293,2009-08-16,74.19762739611079
294,2009-08-23,60.543429037139155
295,2009-08-30,23.975588625286587
296,2009-09-06,16.74369219980265
297,2009-09-13,47.15119992525047
298,2009-09-20,51.89587304143543
299,2009-09-27,35.98566944732666
300,2009-10-04,28.842914473645347
301,2009-10-11,84.66999707530253
302,2009-10-18,44.60413098927879
303,2009-10-25,50.0473812135405
304,2009-11-01,66.1150347015433
305,2009-11-08,35.33271459680791
306,2009-11-15,16.68343763532745
307,2009-11-22,21.156174509594155
308,2009-11-29,26.198720527477704
309,2009-12-06,29.240719637135822
310,2009-12-13,24.72743047988081
311,2009-12-20,0.0
312,2009-12-27,0.0
313,2010-01-03,8.227510910324844
314,2010-01-10,10.631736367744333
315,2010-01-17,11.641326977720304
316,2010-01-24,10.124679539832272
317,2010-01-31,16.389392382011373
318,2010-02-07,19.006767902725255
319,2010-02-14,9.846434169303297
320,2010-02-21,6.1914275475704565
321,2010-02-28,5.357064172509142
322,2010-03-07,0.0
323,2010-03-14,12.46806421878346
324,2010-03-21,7.943508863374954
325,2010-03-28,5.9705349748933685
326,2010-04-04,0.0
327,2010-04-11,6.34089484785479
328,2010-04-18,8.281571571109689
329,2010-04-25,6.0037143137195175
330,2010-05-02,6.1479856690753625
331,2010-05-09,11.83764856181087
332,2010-05-16,3.975039741711525
333,2010-05-23,6.223129555253691
334,2010-05-30,17.799203658424045
335,2010-06-06,0.0
336,2010-06-13,0.0
337,2010-06-20,17.410855659640237
338,2010-06-27,6.446924359563835
339,2010-07-04,7.537615664909336
340,2010-07-11,11.77136138876102
341,2010-07-18,6.649433500684752
342,2010-07-25,7.901908085675311
343,2010-08-01,13.04626608714474
344,2010-08-08,0.0
345,2010-08-15,0.0
346,2010-08-22,9.358645211370733
347,2010-08-29,7.526133922711788
348,2010-09-05,7.017837029719486
349,2010-09-12,6.477331026987516
350,2010-09-19,17.172688652156513
351,2010-09-26,8.081123861965061
352,2010-10-03,3.97468709111615
353,2010-10-10,4.673135543760402
354,2010-10-17,4.2208556369383405
355,2010-10-24,5.745959269600681
356,2010-10-31,8.186163070142484
357,2010-11-07,14.653426902852523
358,2010-11-14,6.150905563385202
359,2010-11-21,5.883510251657497
360,2010-11-28,7.462505330055692
361,2010-12-05,8.210200642152518
362,2010-12-12,7.755371091100351
363,2010-12-19,10.960036877539725
364,2010-12-26,8.100869965867878
365,2011-01-02,0.0
366,2011-01-09,10.402284865031497
367,2011-01-16,5.151898009363729
368,2011-01-23,4.600954010058218
369,2011-01-30,3.434894109399256
370,2011-02-06,1.9805780827824513
371,2011-02-13,4.226864792587278
372,2011-02-20,9.522654959875252
373,2011-02-27,10.063413822800579
374,2011-03-06,4.297269303602978
375,2011-03-13,7.3754432863838435
376,2011-03-20,5.986126725889908
377,2011-03-27,6.919334727154612
378,2011-04-03,9.182062528355628
379,2011-04-10,3.7899405773942614
380,2011-04-17,4.494265021499167
381,2011-04-24,5.080855855014412
382,2011-05-01,5.222194860348085
383,2011-05-08,0.0
384,2011-05-15,2.6963691134030467
385,2011-05-22,2.7486989310277754
386,2011-05-29,6.356439076555225
387,2011-06-05,4.730422821881548
388,2011-06-12,4.28599706882595
389,2011-06-19,0.0
390,2011-06-26,4.478017412054091
391,2011-07-03,3.549302584542957
392,2011-07-10,13.524462372349506
393,2011-07-17,3.2577141177431583
394,2011-07-24,0.0
395,2011-07-31,8.479696029564035
396,2011-08-07,2.8411075544836715
397,2011-08-14,5.167705655903912
398,2011-08-21,2.9531651046629954
399,2011-08-28,1.8647785087073603
400,2011-09-04,2.1429078786020432
401,2011-09-11,8.235432747248758
402,2011-09-18,10.955701906428658
403,2011-09-25,7.917906223491442
404,2011-10-02,9.869695951058336
405,2011-10-09,5.125891894656289
406,2011-10-16,9.336725452924826
407,2011-10-23,9.3386960732179
408,2011-10-30,14.174020668633862
409,2011-11-06,6.730349000630332
410,2011-11-13,50.70157392454749
411,2011-11-20,24.974553083235648
412,2011-11-27,13.110369560568932
413,2011-12-04,7.316382568462563
414,2011-12-11,14.13482940707544
415,2011-12-18,42.75013892976623
416,2011-12-25,25.037770186616566
417,2012-01-01,18.664721886082173
418,2012-01-08,11.420632082348511
419,2012-01-15,11.345061393137879
420,2012-01-22,8.424650505050844
421,2012-01-29,9.557745001033078
422,2012-02-05,8.184296517364269
423,2012-02-12,4.928834083795058
424,2012-02-19,6.800230470357262
425,2012-02-26,1.6739148788295362
426,2012-03-04,5.1003912389127
427,2012-03-11,9.864731188937126
428,2012-03-18,7.754397485165036
429,2012-03-25,6.046553503127437
430,2012-04-01,7.349960351141627
431,2012-04-08,6.9373335973325005
432,2012-04-15,6.0567695215384
433,2012-04-22,5.500886006123328
434,2012-04-29,8.472576745830777
435,2012-05-06,6.326221056036799
436,2012-05-13,7.9360593315686
437,2012-05-20,2.5869957860083375
438,2012-05-27,2.715534551138959
439,2012-06-03,8.451133343623098
440,2012-06-10,5.661768880285814
441,2012-06-17,0.0
442,2012-06-24,3.841181020152967
443,2012-07-01,8.503917794381044
444,2012-07-08,5.6743696910517984
445,2012-07-15,9.139916532687062
446,2012-07-22,0.0
447,2012-07-29,5.1088775763959635
448,2012-08-05,9.527378905480948
449,2012-08-12,6.6235866567175234
450,2012-08-19,13.019763710966261
451,2012-08-26,6.982618803104978
452,2012-09-02,4.409680703482984
453,2012-09-09,13.393808053868435
454,2012-09-16,3.010352678817841
455,2012-09-23,2.420616311874549
456,2012-09-30,3.9678193206958934
457,2012-10-07,2.381771710083243
458,2012-10-14,4.863603356539046
459,2012-10-21,7.7964081306283495
460,2012-10-28,3.219330603792674
461,2012-11-04,6.951971253446427
462,2012-11-11,3.1650961038420746
463,2012-11-18,5.663532360818901
464,2012-11-25,7.549252610923503
465,2012-12-02,4.8105468949175245
466,2012-12-09,3.0526330017603955
467,2012-12-16,7.68378859952458
468,2012-12-23,9.221583457650333
469,2012-12-30,7.562824558442349
470,2013-01-06,14.041060591439019
471,2013-01-13,11.861137422721862
472,2013-01-20,12.120389798683536
473,2013-01-27,11.309724985792514
474,2013-02-03,7.577448712637341
475,2013-02-10,10.454890965649756
476,2013-02-17,5.866036749360436
477,2013-02-24,5.731235817057658
478,2013-03-03,4.188807419215118
479,2013-03-10,4.867147126866241
480,2013-03-17,5.750749789214489
481,2013-03-24,6.707973099073825
482,2013-03-31,3.6928330376662246
483,2013-04-07,0.0
484,2013-04-14,3.873410475945435
485,2013-04-21,3.096822616316698
486,2013-04-28,2.509620102328119
487,2013-05-05,3.309570578813161
488,2013-05-12,3.152874999142989
489,2013-05-19,5.40972088514092
490,2013-05-26,4.320753675587723
491,2013-06-02,3.814110605074552
492,2013-06-09,2.556466996256191
493,2013-06-16,6.472986580996951
494,2013-06-23,5.672904595673292
495,2013-06-30,5.198240854544832
496,2013-07-07,0.0
497,2013-07-14,3.9820119266305953
498,2013-07-21,4.323033817288083
499,2013-07-28,2.60201884720203
500,2013-08-04,2.9167209108354704
501,2013-08-11,6.228040489356074
502,2013-08-18,8.849189654222142
503,2013-08-25,26.57547092872601
504,2013-09-01,13.63922966065011
505,2013-09-08,12.6235452364817
506,2013-09-15,8.785579927042118
507,2013-09-22,6.622194724944881
508,2013-09-29,9.534552274760816
509,2013-10-06,5.526667750271854
510,2013-10-13,5.22501334348883
511,2013-10-20,9.052393010304428
512,2013-10-27,4.103913627388674
513,2013-11-03,7.802965059974023
514,2013-11-10,7.798466609471105
515,2013-11-17,8.764305073645804
516,2013-11-24,5.501395568817611
517,2013-12-01,4.377171336457408
518,2013-12-08,4.58384672968708
519,2013-12-15,6.627527150784038
520,2013-12-22,5.192251929690776
521,2013-12-29,5.651374022231711
522,2014-01-05,6.813218218443042
523,2014-01-12,4.6764436355462005
524,2014-01-19,7.0603245626252304
525,2014-01-26,6.165498082050394
526,2014-02-02,3.875346638367899
527,2014-02-09,7.557827521140213
528,2014-02-16,2.2636265484523737
529,2014-02-23,5.382322549823606
530,2014-03-02,4.256187925743429
531,2014-03-09,3.0032500967406976
532,2014-03-16,2.2748712553963126
533,2014-03-23,4.851285708185177
534,2014-03-30,6.185180448195002
535,2014-04-06,0.0
536,2014-04-13,2.9885823731419743
537,2014-04-20,2.775723349947574
538,2014-04-27,3.2409485397273348
539,2014-05-04,3.6249200869807314
540,2014-05-11,15.35331550820782
