,date,strep
0,2004-01-04,0.0
1,2004-01-11,1561.8624864293838
2,2004-01-18,0.0
3,2004-01-25,0.0
4,2004-02-01,0.0
5,2004-02-08,3742.634449848575
6,2004-02-15,0.0
7,2004-02-22,966.8790242987423
8,2004-02-29,0.0
9,2004-03-07,0.0
10,2004-03-14,3350.680328252609
11,2004-03-21,0.0
12,2004-03-28,1134.1732959563642
13,2004-04-04,1159.1581385699094
14,2004-04-11,2035.308518963618
15,2004-04-18,0.0
16,2004-04-25,0.0
17,2004-05-02,0.0
18,2004-05-09,0.0
19,2004-05-16,1010.1765189315564
20,2004-05-23,780.5229160027403
21,2004-05-30,0.0
22,2004-06-06,0.0
23,2004-06-13,1615.2047968803417
24,2004-06-20,0.0
25,2004-06-27,1614.4050697648172
26,2004-07-04,0.0
27,2004-07-11,2091.2142953072394
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,0.0
31,2004-08-08,3822.1717143743244
32,2004-08-15,0.0
33,2004-08-22,0.0
34,2004-08-29,2057.0321876900903
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,673.8129952927229
38,2004-09-26,3293.94866225649
39,2004-10-03,0.0
40,2004-10-10,0.0
41,2004-10-17,3077.273999740052
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,0.0
47,2004-11-28,0.0
48,2004-12-05,0.0
49,2004-12-12,0.0
50,2004-12-19,643.2074182816327
51,2004-12-26,0.0
52,2005-01-02,876.4269542312677
53,2005-01-09,1713.8161203075558
54,2005-01-16,0.0
55,2005-01-23,782.3998815524747
56,2005-01-30,1319.1309979909151
57,2005-02-06,1617.2988072095259
58,2005-02-13,737.9607395311591
59,2005-02-20,1487.609045213871
60,2005-02-27,986.7361127245796
61,2005-03-06,630.508091455346
62,2005-03-13,1276.0560991878124
63,2005-03-20,590.5738455068104
64,2005-03-27,943.0108238538821
65,2005-04-03,0.0
66,2005-04-10,790.7065652755895
67,2005-04-17,1467.5237619678808
68,2005-04-24,617.3164810624965
69,2005-05-01,1084.1477557991925
70,2005-05-08,754.5341693545606
71,2005-05-15,0.0
72,2005-05-22,0.0
73,2005-05-29,0.0
74,2005-06-05,0.0
75,2005-06-12,0.0
76,2005-06-19,0.0
77,2005-06-26,508.99001202460374
78,2005-07-03,0.0
79,2005-07-10,798.8147296241846
80,2005-07-17,0.0
81,2005-07-24,0.0
82,2005-07-31,1221.3788274097503
83,2005-08-07,621.6575214623139
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,0.0
87,2005-09-04,606.2637077459689
88,2005-09-11,0.0
89,2005-09-18,0.0
90,2005-09-25,0.0
91,2005-10-02,1518.7764961103544
92,2005-10-09,874.1021054917534
93,2005-10-16,0.0
94,2005-10-23,640.4010346577335
95,2005-10-30,0.0
96,2005-11-06,0.0
97,2005-11-13,669.3388537354708
98,2005-11-20,0.0
99,2005-11-27,452.1454139270427
100,2005-12-04,0.0
101,2005-12-11,623.1147641093393
102,2005-12-18,0.0
103,2005-12-25,0.0
104,2006-01-01,571.4402536552811
105,2006-01-08,1014.517652247789
106,2006-01-15,485.2702430749609
107,2006-01-22,1655.7102736350737
108,2006-01-29,396.4761428451684
109,2006-02-05,991.2583150612622
110,2006-02-12,0.0
111,2006-02-19,2338.754685432345
112,2006-02-26,0.0
113,2006-03-05,1564.4375001247768
114,2006-03-12,729.0725629803878
115,2006-03-19,1152.3297515182928
116,2006-03-26,947.8025311591884
117,2006-04-02,1256.267096137405
118,2006-04-09,494.41849894010124
119,2006-04-16,1779.315240074501
120,2006-04-23,740.8880670626517
121,2006-04-30,0.0
122,2006-05-07,850.4654614212959
123,2006-05-14,665.6178373125111
124,2006-05-21,0.0
125,2006-05-28,508.2196269116834
126,2006-06-04,1179.207900608519
127,2006-06-11,866.7378310993554
128,2006-06-18,0.0
129,2006-06-25,346.24877592060443
130,2006-07-02,625.0193443312976
131,2006-07-09,662.7983488323814
132,2006-07-16,1123.0735945583176
133,2006-07-23,0.0
134,2006-07-30,768.2124908851117
135,2006-08-06,382.19198607935493
136,2006-08-13,497.3291324719599
137,2006-08-20,647.970336826257
138,2006-08-27,1091.89343809941
139,2006-09-03,0.0
140,2006-09-10,645.2675537774231
141,2006-09-17,750.0835194951788
142,2006-09-24,0.0
143,2006-10-01,475.98079809812486
144,2006-10-08,976.6512963960449
145,2006-10-15,615.6991518412658
146,2006-10-22,449.64691136978587
147,2006-10-29,906.6943562242694
148,2006-11-05,1565.624090618427
149,2006-11-12,694.1296389537042
150,2006-11-19,1683.3141731419335
151,2006-11-26,363.20809786525234
152,2006-12-03,441.25172687980563
153,2006-12-10,492.17501328482126
154,2006-12-17,0.0
155,2006-12-24,386.0630443818869
156,2006-12-31,264.7354784132424
157,2007-01-07,537.3951276662007
158,2007-01-14,233.0076708443194
159,2007-01-21,868.2318813077337
160,2007-01-28,404.1066788426499
161,2007-02-04,646.382548340561
162,2007-02-11,456.73509805896634
163,2007-02-18,1348.8221686454933
164,2007-02-25,583.2101633775293
165,2007-03-04,857.2483554235546
166,2007-03-11,810.4892922656741
167,2007-03-18,1451.3109237720635
168,2007-03-25,1306.807555320085
169,2007-04-01,1041.2024837716963
170,2007-04-08,701.1627240887913
171,2007-04-15,1250.1183104550873
172,2007-04-22,0.0
173,2007-04-29,341.7473309223801
174,2007-05-06,724.144261401667
175,2007-05-13,291.65108815812465
176,2007-05-20,1027.0894689079053
177,2007-05-27,930.3643910032262
178,2007-06-03,714.9138697705212
179,2007-06-10,689.8947456357191
180,2007-06-17,741.6543859320218
181,2007-06-24,441.79236191837464
