,date,bronchitis
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,1426.4330106617604
3,2004-01-25,463.3421139689148
4,2004-02-01,0.0
5,2004-02-08,1058.0427933400988
6,2004-02-15,464.9884643091988
7,2004-02-22,0.0
8,2004-02-29,617.002380210013
9,2004-03-07,0.0
10,2004-03-14,486.9536658265288
11,2004-03-21,608.838308434277
12,2004-03-28,0.0
13,2004-04-04,613.8815750391599
14,2004-04-11,0.0
15,2004-04-18,703.8987259989044
16,2004-04-25,0.0
17,2004-05-02,670.9599207637949
18,2004-05-09,764.1335810987094
19,2004-05-16,717.7262657651735
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,571.2667058680332
23,2004-06-13,437.84515236763974
24,2004-06-20,0.0
25,2004-06-27,422.650077763042
26,2004-07-04,1504.6369642965838
27,2004-07-11,0.0
28,2004-07-18,0.0
29,2004-07-25,0.0
30,2004-08-01,524.2813294546062
31,2004-08-08,0.0
32,2004-08-15,424.71794580165255
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,469.65216958285833
38,2004-09-26,0.0
39,2004-10-03,747.4288447095408
40,2004-10-10,558.4647406847595
41,2004-10-17,0.0
42,2004-10-24,294.2048831530714
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,466.25175782186767
47,2004-11-28,468.42365488488934
48,2004-12-05,360.57515951456054
49,2004-12-12,0.0
50,2004-12-19,0.0
51,2004-12-26,955.8490277152777
52,2005-01-02,352.67261900649436
53,2005-01-09,556.3802554877253
54,2005-01-16,512.9124095941912
55,2005-01-23,727.63317294087
56,2005-01-30,457.66199175603765
57,2005-02-06,833.1590194773023
58,2005-02-13,342.68080491544976
59,2005-02-20,541.2901521556454
60,2005-02-27,245.56951995805176
61,2005-03-06,0.0
62,2005-03-13,241.0245788506235
63,2005-03-20,785.8872674983777
64,2005-03-27,616.9213009277565
65,2005-04-03,549.4876783624867
66,2005-04-10,751.3551792493315
67,2005-04-17,341.87471417283524
68,2005-04-24,0.0
69,2005-05-01,724.2928727641297
70,2005-05-08,0.0
71,2005-05-15,276.0605475045818
72,2005-05-22,263.45803558391736
73,2005-05-29,555.5292060514789
74,2005-06-05,728.9102157304817
75,2005-06-12,0.0
76,2005-06-19,256.587664142234
77,2005-06-26,298.0758164230694
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,196.92628987288523
81,2005-07-24,208.5736193980217
82,2005-07-31,0.0
83,2005-08-07,266.0304680965074
84,2005-08-14,0.0
85,2005-08-21,0.0
86,2005-08-28,184.948701880652
87,2005-09-04,0.0
88,2005-09-11,0.0
89,2005-09-18,882.012089897074
90,2005-09-25,0.0
91,2005-10-02,721.0751440691128
92,2005-10-09,877.199667382475
93,2005-10-16,601.0391844329308
94,2005-10-23,233.35926347809973
95,2005-10-30,714.3180456921374
96,2005-11-06,244.12379707421536
97,2005-11-13,237.51613501274412
98,2005-11-20,0.0
99,2005-11-27,451.4592915599424
100,2005-12-04,465.1635736702448
101,2005-12-11,0.0
102,2005-12-18,430.03685331224926
103,2005-12-25,419.1322068514787
104,2006-01-01,562.165343890939
105,2006-01-08,305.0140318711478
106,2006-01-15,292.2891713657719
107,2006-01-22,577.2378697157335
108,2006-01-29,787.7566565126667
109,2006-02-05,508.68841111469106
110,2006-02-12,403.8446019393642
111,2006-02-19,297.1975213277782
112,2006-02-26,411.2447897892062
113,2006-03-05,369.3423528207666
114,2006-03-12,394.7895828671023
115,2006-03-19,472.01193413367014
116,2006-03-26,311.0803982379115
117,2006-04-02,251.55938403740296
118,2006-04-09,0.0
119,2006-04-16,330.2832895814267
120,2006-04-23,154.5067184700065
121,2006-04-30,0.0
122,2006-05-07,306.7625311324985
123,2006-05-14,157.0619209609015
124,2006-05-21,450.6816257075825
125,2006-05-28,213.38338335919335
126,2006-06-04,130.24620174602703
127,2006-06-11,665.4017164859035
128,2006-06-18,0.0
129,2006-06-25,136.5053147180495
130,2006-07-02,177.2560384026217
131,2006-07-09,379.390434813798
132,2006-07-16,174.03916977278786
133,2006-07-23,199.1867014662165
134,2006-07-30,0.0
135,2006-08-06,0.0
136,2006-08-13,128.19218771298807
137,2006-08-20,174.79726761280077
138,2006-08-27,272.4577870542824
139,2006-09-03,320.3374953472983
140,2006-09-10,0.0
141,2006-09-17,133.52069786891641
142,2006-09-24,322.5600792492765
143,2006-10-01,337.86122905851016
144,2006-10-08,139.40335506919536
145,2006-10-15,227.61157888186304
146,2006-10-22,468.47678016824665
147,2006-10-29,259.65023416550184
148,2006-11-05,378.5249227286681
149,2006-11-12,317.3910434004708
150,2006-11-19,110.91437543248398
151,2006-11-26,370.3551401899024
152,2006-12-03,517.1507382178735
153,2006-12-10,428.56392457717885
154,2006-12-17,620.0401438060804
155,2006-12-24,580.0598722922921
156,2006-12-31,834.5013979495664
157,2007-01-07,354.63198923263855
158,2007-01-14,613.5061596974823
159,2007-01-21,387.725551165344
160,2007-01-28,354.50761315168546
161,2007-02-04,471.5495785695558
162,2007-02-11,352.4178998324968
163,2007-02-18,484.0522639859884
164,2007-02-25,599.7618105767297
165,2007-03-04,518.031524256977
166,2007-03-11,296.0560647322638
167,2007-03-18,392.0562284656073
168,2007-03-25,374.8837466716217
169,2007-04-01,479.64374111517395
170,2007-04-08,332.66440052995944
171,2007-04-15,647.7775165321027
172,2007-04-22,285.68581318832497
173,2007-04-29,268.45936731206746
174,2007-05-06,360.7730877626814
175,2007-05-13,0.0
176,2007-05-20,403.92352167938543
177,2007-05-27,329.20246343723073
178,2007-06-03,324.78671545079993
179,2007-06-10,181.35188167758565
180,2007-06-17,256.6065201508345
181,2007-06-24,304.75093502615186
182,2007-07-01,140.3078818457612
183,2007-07-08,188.78334372793216
184,2007-07-15,0.0
185,2007-07-22,155.2235322854603
186,2007-07-29,360.22882529557893
187,2007-08-05,139.24223142493693
188,2007-08-12,244.72864717091784
189,2007-08-19,204.94533473204086
190,2007-08-26,0.0
191,2007-09-02,295.7361003462697
192,2007-09-09,0.0
193,2007-09-16,0.0
194,2007-09-23,207.35587894022635
195,2007-09-30,392.5768956768786
196,2007-10-07,395.93802351314224
197,2007-10-14,332.059742589202
198,2007-10-21,412.6785258841985
199,2007-10-28,0.0
200,2007-11-04,324.53688771210847
201,2007-11-11,569.7325680836633
202,2007-11-18,396.72210612709364
203,2007-11-25,533.808325654534
204,2007-12-02,257.3750502890193
205,2007-12-09,485.77533981228623
206,2007-12-16,373.5433480985048
207,2007-12-23,371.3107754507367
208,2007-12-30,483.2310596472053
209,2008-01-06,512.8174359056791
210,2008-01-13,563.7756781751821
211,2008-01-20,599.5597751162892
212,2008-01-27,322.2775947752477
213,2008-02-03,587.8169403005509
214,2008-02-10,750.9727441159613
215,2008-02-17,690.4448130689726
216,2008-02-24,610.983009383207
217,2008-03-02,419.01521078910275
218,2008-03-09,151.44225267788062
219,2008-03-16,884.1877208358757
220,2008-03-23,358.7913909169981
221,2008-03-30,495.71393001272816
222,2008-04-06,223.8989125409534
223,2008-04-13,486.8842894641515
224,2008-04-20,237.03262789676577
225,2008-04-27,354.9905485399467
226,2008-05-04,225.72081262382827
227,2008-05-11,243.41235223586636
228,2008-05-18,277.0784126415353
229,2008-05-25,146.0409021189967
230,2008-06-01,299.77952490429914
231,2008-06-08,229.65315374238656
232,2008-06-15,172.59771994753092
233,2008-06-22,270.5028697847526
234,2008-06-29,353.9042247048096
235,2008-07-06,70.43200553836581
236,2008-07-13,205.13572711872814
237,2008-07-20,151.8263335471827
238,2008-07-27,276.2855004043859
239,2008-08-03,115.95753395431936
240,2008-08-10,177.80920205290877
241,2008-08-17,255.04663570077977
242,2008-08-24,255.89894713053351
243,2008-08-31,64.03227297449281
244,2008-09-07,316.90950583796007
245,2008-09-14,210.13907078363135
246,2008-09-21,329.45679170972295
247,2008-09-28,348.1764124334923
248,2008-10-05,430.27711681336893
249,2008-10-12,302.4636970892785
250,2008-10-19,337.632642662159
251,2008-10-26,385.9431549608476
252,2008-11-02,360.46411962957933
253,2008-11-09,440.3756886753134
254,2008-11-16,517.6870258424359
255,2008-11-23,439.1004761165749
256,2008-11-30,391.0931169610191
257,2008-12-07,378.7474784945518
258,2008-12-14,506.9102863629051
259,2008-12-21,304.0221765533844
260,2008-12-28,635.5410865923468
261,2009-01-04,531.3240332969568
262,2009-01-11,413.9002744714143
263,2009-01-18,466.38871091561674
264,2009-01-25,583.0947858608066
265,2009-02-01,463.4227912080949
266,2009-02-08,483.949595430329
267,2009-02-15,665.694246610746
268,2009-02-22,351.03326478836635
269,2009-03-01,578.567047756946
270,2009-03-08,312.2703033793349
271,2009-03-15,489.91496957734626
272,2009-03-22,273.73783096363456
273,2009-03-29,408.78038425209314
274,2009-04-05,394.75293571672034
275,2009-04-12,245.9059696183535
276,2009-04-19,365.3949412076675
277,2009-04-26,84.50742096803181
278,2009-05-03,219.26095404620082
279,2009-05-10,456.8830564288162
280,2009-05-17,212.57197098538697
281,2009-05-24,424.47280327759967
282,2009-05-31,345.46316416228314
283,2009-06-07,444.6353745900434
284,2009-06-14,350.84697987077743
285,2009-06-21,253.8703095962494
286,2009-06-28,140.59238758403072
287,2009-07-05,263.2420176252709
288,2009-07-12,129.12230703201004
289,2009-07-19,334.9079327242556
290,2009-07-26,153.51453246293252
291,2009-08-02,169.6712270681236
292,2009-08-09,241.88742420210687
293,2009-08-16,159.3459874216574
294,2009-08-23,269.3084428290959
295,2009-08-30,321.94711122847957
296,2009-09-06,263.16027508401714
297,2009-09-13,378.852248269384
298,2009-09-20,314.4192003524207
299,2009-09-27,566.1310981404336
300,2009-10-04,519.7646045452492
301,2009-10-11,416.13560394365794
302,2009-10-18,625.1569400023692
303,2009-10-25,463.6440234473302
304,2009-11-01,426.40702310166
305,2009-11-08,543.4108118538697
306,2009-11-15,543.8800858209986
307,2009-11-22,477.18225064091814
308,2009-11-29,587.5099799435901
309,2009-12-06,378.6520579749768
310,2009-12-13,423.41860202679027
311,2009-12-20,558.9460518230193
312,2009-12-27,477.63033765420556
313,2010-01-03,572.4731706110674
314,2010-01-10,526.6365097006218
315,2010-01-17,489.65086306127614
316,2010-01-24,553.6683764938671
317,2010-01-31,461.01347019583767
318,2010-02-07,435.701730129267
319,2010-02-14,434.47750461399767
320,2010-02-21,399.3401213387914
321,2010-02-28,551.1172759745195
322,2010-03-07,361.340007773394
323,2010-03-14,271.7240543571092
324,2010-03-21,493.64727741729195
325,2010-03-28,462.6248366969501
326,2010-04-04,453.1211371555669
327,2010-04-11,457.54477570266613
328,2010-04-18,210.5144023096366
329,2010-04-25,241.936694858837
330,2010-05-02,406.42783523942853
331,2010-05-09,208.30230084449695
332,2010-05-16,270.6056573777173
333,2010-05-23,315.13291720834013
334,2010-05-30,252.76388894616608
335,2010-06-06,210.44109497242465
336,2010-06-13,169.82102893357222
337,2010-06-20,376.21290812694394
338,2010-06-27,142.38473117769675
339,2010-07-04,145.04733885613038
340,2010-07-11,290.5019407214383
341,2010-07-18,281.726678896261
342,2010-07-25,242.71132089804846
343,2010-08-01,296.14502596238333
344,2010-08-08,153.52002373621121
345,2010-08-15,347.74633352401685
346,2010-08-22,77.78485527941095
347,2010-08-29,212.62941564312587
348,2010-09-05,232.44315775120276
349,2010-09-12,334.6620146236019
350,2010-09-19,461.52098309429465
351,2010-09-26,309.7050019272026
352,2010-10-03,208.6270392025074
353,2010-10-10,385.08435405971227
354,2010-10-17,545.9332627382705
355,2010-10-24,430.46696556971557
356,2010-10-31,376.7057961375822
357,2010-11-07,310.13153939054183
358,2010-11-14,455.33215630684634
359,2010-11-21,501.2691115081399
360,2010-11-28,489.4684002761697
361,2010-12-05,581.6605833113059
362,2010-12-12,574.7494971973862
363,2010-12-19,722.3481907704615
364,2010-12-26,761.6601640485513
365,2011-01-02,941.6711568706545
366,2011-01-09,529.791558600096
367,2011-01-16,701.5003403438404
368,2011-01-23,573.8667238351254
369,2011-01-30,628.4400199007405
370,2011-02-06,641.2926838223633
371,2011-02-13,642.4546490743123
372,2011-02-20,748.5467816298236
373,2011-02-27,645.7655433846589
374,2011-03-06,578.0860395725557
375,2011-03-13,468.6053953564786
376,2011-03-20,519.1557370574724
377,2011-03-27,648.9461236879202
378,2011-04-03,617.8872666685342
379,2011-04-10,430.6962492394129
380,2011-04-17,472.86784809251367
381,2011-04-24,533.8039729583276
382,2011-05-01,313.3417229703407
383,2011-05-08,538.1786555908433
384,2011-05-15,451.5790345837123
385,2011-05-22,363.3267324686857
386,2011-05-29,372.7788942848272
387,2011-06-05,355.4110290642191
388,2011-06-12,344.37975301929345
389,2011-06-19,289.2988513714022
390,2011-06-26,278.6685990487467
391,2011-07-03,130.23677189223764
392,2011-07-10,218.35156622557395
393,2011-07-17,254.42205685144955
394,2011-07-24,207.2553720492662
395,2011-07-31,177.85015858509965
396,2011-08-07,228.54028121491226
397,2011-08-14,196.97103658690452
398,2011-08-21,195.97118637204218
399,2011-08-28,296.25431798971124
400,2011-09-04,323.2068530265796
401,2011-09-11,342.8584509370746
402,2011-09-18,399.12345802561106
403,2011-09-25,392.50174569423086
404,2011-10-02,433.3629289814298
405,2011-10-09,417.27338048427043
406,2011-10-16,469.28705513488154
407,2011-10-23,544.9922289158786
408,2011-10-30,704.1717096779801
409,2011-11-06,559.2482147918884
410,2011-11-13,699.9787042088893
411,2011-11-20,497.7411737754581
412,2011-11-27,583.1391506595637
413,2011-12-04,457.85303980916655
414,2011-12-11,572.8822609497392
415,2011-12-18,738.5401770375544
416,2011-12-25,745.2994571198067
417,2012-01-01,757.0291499327705
418,2012-01-08,692.3695871617788
419,2012-01-15,487.8455475328276
420,2012-01-22,450.86692585045637
421,2012-01-29,422.7811853951121
422,2012-02-05,620.9143716683261
423,2012-02-12,543.0763066775368
424,2012-02-19,713.0396480082668
425,2012-02-26,448.106416668843
426,2012-03-04,542.5155869621831
427,2012-03-11,502.83884905052946
428,2012-03-18,586.5912304011305
429,2012-03-25,499.55628862279815
430,2012-04-01,444.75576822278293
431,2012-04-08,395.09862378362317
432,2012-04-15,512.4807291997682
433,2012-04-22,503.2267896294343
434,2012-04-29,412.5416557452107
435,2012-05-06,396.3470959857002
436,2012-05-13,446.3706247414883
437,2012-05-20,413.87394373809747
438,2012-05-27,347.2466277851826
439,2012-06-03,359.26321677336625
440,2012-06-10,343.3028368748743
441,2012-06-17,310.76445371439985
442,2012-06-24,303.8390307204027
443,2012-07-01,226.75183004206093
444,2012-07-08,328.6507798094795
445,2012-07-15,292.06505242829843
446,2012-07-22,315.2696446757736
447,2012-07-29,336.31498119570597
448,2012-08-05,294.7934491892342
449,2012-08-12,260.8668125427319
450,2012-08-19,301.5430783826658
451,2012-08-26,378.59631413599425
452,2012-09-02,342.8560349031456
453,2012-09-09,377.1558466455494
454,2012-09-16,430.6177771328915
455,2012-09-23,492.4871625693945
456,2012-09-30,395.4772677200111
457,2012-10-07,545.6339850461876
458,2012-10-14,501.4880150348247
459,2012-10-21,573.6278213282517
460,2012-10-28,313.9715137344153
461,2012-11-04,370.94966753759866
462,2012-11-11,381.734223293504
463,2012-11-18,504.5482222925484
464,2012-11-25,744.0620418446415
465,2012-12-02,703.5708110207236
466,2012-12-09,761.3913198325611
467,2012-12-16,781.5707100162073
468,2012-12-23,1000.423119406258
469,2012-12-30,1202.7945326313807
470,2013-01-06,934.5561190518125
471,2013-01-13,999.294280831772
472,2013-01-20,711.7210016401194
473,2013-01-27,667.3031867095946
474,2013-02-03,694.3397295858916
475,2013-02-10,643.9565702650393
476,2013-02-17,522.1924368064343
477,2013-02-24,557.8041632916786
478,2013-03-03,630.689651879611
479,2013-03-10,673.7385967612856
480,2013-03-17,600.8674089657445
481,2013-03-24,459.462787638782
482,2013-03-31,557.0151627350799
483,2013-04-07,439.38420255187935
484,2013-04-14,487.9708356276219
485,2013-04-21,449.7509988131678
486,2013-04-28,437.424483905167
487,2013-05-05,452.24829562566555
488,2013-05-12,507.44050285932207
489,2013-05-19,345.8665990943809
490,2013-05-26,405.72178902261004
491,2013-06-02,347.7851650565135
492,2013-06-09,273.47951854209913
493,2013-06-16,291.63945216136227
494,2013-06-23,328.01937659086167
495,2013-06-30,253.8119986812615
496,2013-07-07,276.1231786293243
497,2013-07-14,376.3125231660048
498,2013-07-21,351.81710310306374
499,2013-07-28,257.35092179998674
500,2013-08-04,287.95723015168164
501,2013-08-11,246.5929564591528
502,2013-08-18,215.12521906203204
503,2013-08-25,292.5828366315615
504,2013-09-01,237.0527961599748
505,2013-09-08,249.96629866704183
506,2013-09-15,361.25630332261585
507,2013-09-22,408.9178226296635
508,2013-09-29,475.9156950675935
509,2013-10-06,430.41571326830046
510,2013-10-13,384.58267135238737
511,2013-10-20,468.39163363587994
512,2013-10-27,322.56701608721113
513,2013-11-03,533.6532560766194
514,2013-11-10,411.0344133477067
515,2013-11-17,484.88467203222825
516,2013-11-24,367.63992665938287
517,2013-12-01,422.84154862744646
518,2013-12-08,420.34663531945023
