,date,/m/0cjf0
0,2004-01-04,0.0
1,2004-01-11,0.0
2,2004-01-18,0.0
3,2004-01-25,3509.4140119190365
4,2004-02-01,0.0
5,2004-02-08,10862.674242529298
6,2004-02-15,0.0
7,2004-02-22,0.0
8,2004-02-29,0.0
9,2004-03-07,9968.077448905477
10,2004-03-14,0.0
11,2004-03-21,9809.7854888932
12,2004-03-28,0.0
13,2004-04-04,0.0
14,2004-04-11,0.0
15,2004-04-18,0.0
16,2004-04-25,0.0
17,2004-05-02,0.0
18,2004-05-09,0.0
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,6256.818656062637
23,2004-06-13,0.0
24,2004-06-20,4107.8989417225885
25,2004-06-27,0.0
26,2004-07-04,3058.916135628959
27,2004-07-11,0.0
28,2004-07-18,4321.868677870576
29,2004-07-25,0.0
30,2004-08-01,4279.743111368802
31,2004-08-08,0.0
32,2004-08-15,4934.566228465211
33,2004-08-22,0.0
34,2004-08-29,0.0
35,2004-09-05,0.0
36,2004-09-12,0.0
37,2004-09-19,0.0
38,2004-09-26,0.0
39,2004-10-03,0.0
40,2004-10-10,3190.7013994870376
41,2004-10-17,0.0
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,11034.157688097563
47,2004-11-28,0.0
48,2004-12-05,3390.4515648870797
49,2004-12-12,2099.214801090466
50,2004-12-19,0.0
51,2004-12-26,0.0
52,2005-01-02,0.0
53,2005-01-09,2909.2501668972413
54,2005-01-16,2737.2573554142077
55,2005-01-23,0.0
56,2005-01-30,0.0
57,2005-02-06,2882.9075314786323
58,2005-02-13,0.0
59,2005-02-20,3182.351988017512
60,2005-02-27,0.0
61,2005-03-06,0.0
62,2005-03-13,6085.654484047298
63,2005-03-20,0.0
64,2005-03-27,0.0
65,2005-04-03,8955.4609275495
66,2005-04-10,3691.88303200759
67,2005-04-17,0.0
68,2005-04-24,0.0
69,2005-05-01,2548.5366533560555
70,2005-05-08,0.0
71,2005-05-15,2688.80935976716
72,2005-05-22,0.0
73,2005-05-29,2642.294652798005
74,2005-06-05,0.0
75,2005-06-12,7611.522247397975
76,2005-06-19,0.0
77,2005-06-26,2279.4301386093452
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,5787.761733384769
82,2005-07-31,1841.086302371897
83,2005-08-07,0.0
84,2005-08-14,1771.7192268500567
85,2005-08-21,0.0
86,2005-08-28,0.0
87,2005-09-04,0.0
88,2005-09-11,0.0
89,2005-09-18,1939.2278106569656
90,2005-09-25,0.0
91,2005-10-02,0.0
92,2005-10-09,0.0
93,2005-10-16,0.0
94,2005-10-23,5728.653856631361
95,2005-10-30,0.0
96,2005-11-06,0.0
97,2005-11-13,2157.5598685966434
98,2005-11-20,2523.8539330950084
99,2005-11-27,0.0
100,2005-12-04,0.0
101,2005-12-11,0.0
102,2005-12-18,0.0
103,2005-12-25,0.0
104,2006-01-01,0.0
105,2006-01-08,2665.2826462090093
106,2006-01-15,0.0
107,2006-01-22,1458.3361118426824
108,2006-01-29,2041.1707192040274
109,2006-02-05,5047.414648334593
110,2006-02-12,1687.7990168990598
111,2006-02-19,2019.3139165899545
112,2006-02-26,0.0
113,2006-03-05,2432.33600795403
114,2006-03-12,0.0
115,2006-03-19,0.0
116,2006-03-26,1854.4005935631185
117,2006-04-02,8318.364333906686
118,2006-04-09,0.0
119,2006-04-16,0.0
120,2006-04-23,0.0
121,2006-04-30,4479.799281377765
122,2006-05-07,1517.623959858525
123,2006-05-14,0.0
124,2006-05-21,2391.2463282910053
125,2006-05-28,0.0
126,2006-06-04,1620.9395435809151
127,2006-06-11,0.0
128,2006-06-18,3743.7181538980903
129,2006-06-25,0.0
130,2006-07-02,0.0
131,2006-07-09,0.0
132,2006-07-16,2398.1136287343074
133,2006-07-23,1823.5099147743874
134,2006-07-30,0.0
135,2006-08-06,2227.398867932903
136,2006-08-13,1587.1460926406153
137,2006-08-20,0.0
138,2006-08-27,0.0
139,2006-09-03,0.0
140,2006-09-10,5014.096715694968
141,2006-09-17,0.0
142,2006-09-24,2611.067060857478
143,2006-10-01,1160.2487705125145
144,2006-10-08,1701.2335245731351
145,2006-10-15,2610.8203252020003
146,2006-10-22,1064.4892852502185
147,2006-10-29,0.0
148,2006-11-05,0.0
149,2006-11-12,0.0
150,2006-11-19,1949.0076234558792
151,2006-11-26,0.0
152,2006-12-03,2693.5771589027245
153,2006-12-10,1453.3570584541192
154,2006-12-17,1629.5894494729635
155,2006-12-24,1226.1682749078352
156,2006-12-31,0.0
157,2007-01-07,1889.2668427973897
158,2007-01-14,1175.065343990089
159,2007-01-21,976.0957585429886
160,2007-01-28,1631.2854552167512
161,2007-02-04,2796.2609041195115
162,2007-02-11,1332.9308285377176
163,2007-02-18,830.800681560877
164,2007-02-25,3874.0803545900744
165,2007-03-04,0.0
166,2007-03-11,5059.76728792308
167,2007-03-18,0.0
168,2007-03-25,1139.608957194818
169,2007-04-01,0.0
170,2007-04-08,1198.8122799242765
171,2007-04-15,0.0
172,2007-04-22,0.0
173,2007-04-29,1005.9597518571443
174,2007-05-06,0.0
175,2007-05-13,0.0
176,2007-05-20,0.0
177,2007-05-27,1627.5959235350924
178,2007-06-03,1471.7227140821988
179,2007-06-10,1915.3087568307708
180,2007-06-17,0.0
181,2007-06-24,846.2891946543002
182,2007-07-01,885.4441489767507
183,2007-07-08,0.0
184,2007-07-15,1711.4068099396136
185,2007-07-22,0.0
186,2007-07-29,3906.277379938778
187,2007-08-05,0.0
188,2007-08-12,1459.1526260229973
189,2007-08-19,0.0
190,2007-08-26,2207.027616138685
191,2007-09-02,975.6174668007253
192,2007-09-09,890.9089668411431
193,2007-09-16,0.0
194,2007-09-23,0.0
195,2007-09-30,806.3573485896607
196,2007-10-07,0.0
197,2007-10-14,2335.636499780104
198,2007-10-21,0.0
199,2007-10-28,0.0
200,2007-11-04,0.0
201,2007-11-11,0.0
202,2007-11-18,0.0
203,2007-11-25,2485.509030143115
204,2007-12-02,0.0
205,2007-12-09,0.0
206,2007-12-16,1576.565764746433
207,2007-12-23,3565.67988109788
208,2007-12-30,0.0
209,2008-01-06,1159.8126947911337
210,2008-01-13,2023.353875609476
211,2008-01-20,1434.1184372960784
212,2008-01-27,1900.2124942232895
213,2008-02-03,1601.32035542275
214,2008-02-10,1172.686110064886
215,2008-02-17,2815.4978831358862
216,2008-02-24,0.0
217,2008-03-02,661.6819956600068
218,2008-03-09,599.5683063205307
219,2008-03-16,2901.229886564443
220,2008-03-23,2049.576664374103
221,2008-03-30,1548.407340681617
222,2008-04-06,1427.2178982608255
223,2008-04-13,2201.5284372119168
224,2008-04-20,743.7558856562414
225,2008-04-27,1092.6725386033565
226,2008-05-04,1905.964008470363
227,2008-05-11,1634.7113955526415
228,2008-05-18,0.0
229,2008-05-25,821.7595169195235
230,2008-06-01,0.0
231,2008-06-08,1291.0928469475443
232,2008-06-15,0.0
233,2008-06-22,0.0
234,2008-06-29,0.0
235,2008-07-06,1953.5905941292797
236,2008-07-13,1187.8418110233808
237,2008-07-20,1470.2525240698603
238,2008-07-27,1847.9937009907278
239,2008-08-03,1657.1392032423055
240,2008-08-10,1415.4102756045481
241,2008-08-17,0.0
242,2008-08-24,974.1917930979264
243,2008-08-31,0.0
244,2008-09-07,2447.898579741769
245,2008-09-14,0.0
246,2008-09-21,1409.3618652041364
247,2008-09-28,590.940851225098
248,2008-10-05,2286.603413288993
249,2008-10-12,683.6089305893097
250,2008-10-19,1604.9918616056991
251,2008-10-26,684.547846002152
252,2008-11-02,1301.568772098334
253,2008-11-09,0.0
254,2008-11-16,2380.791101507137
255,2008-11-23,0.0
256,2008-11-30,0.0
257,2008-12-07,1074.8699659257504
258,2008-12-14,0.0
259,2008-12-21,1465.112538708128
260,2008-12-28,1620.8489926108982
261,2009-01-04,2040.6663685037872
262,2009-01-11,1343.390109509905
263,2009-01-18,2523.165190204682
264,2009-01-25,1577.6759934001889
265,2009-02-01,2842.5414283253544
266,2009-02-08,1244.1021314188613
267,2009-02-15,1746.8477876955544
268,2009-02-22,540.1627878962735
269,2009-03-01,1901.2232895270492
270,2009-03-08,2265.66072905938
271,2009-03-15,1888.8401424653212
272,2009-03-22,1585.212230837689
273,2009-03-29,1339.9222105570777
274,2009-04-05,1407.7369285170573
275,2009-04-12,1434.683381892519
276,2009-04-19,844.5423203115807
277,2009-04-26,0.0
278,2009-05-03,2307.2514718371467
279,2009-05-10,934.165241142854
280,2009-05-17,1756.2375526837918
281,2009-05-24,1279.1639145788079
282,2009-05-31,2529.8915451828075
283,2009-06-07,1865.3446382768543
284,2009-06-14,1986.2133275079873
285,2009-06-21,2131.4878408438717
286,2009-06-28,0.0
287,2009-07-05,1352.908289712421
288,2009-07-12,1476.19216113822
289,2009-07-19,1503.6386119308168
290,2009-07-26,0.0
291,2009-08-02,0.0
292,2009-08-09,0.0
293,2009-08-16,0.0
294,2009-08-23,0.0
295,2009-08-30,0.0
296,2009-09-06,0.0
297,2009-09-13,2432.523563288009
298,2009-09-20,0.0
299,2009-09-27,1183.3929370240824
300,2009-10-04,1387.671026615557
301,2009-10-11,1678.1293376896072
302,2009-10-18,3372.6052824264084
303,2009-10-25,3909.6184891251814
304,2009-11-01,2571.228890769017
305,2009-11-08,2300.7958221312365
306,2009-11-15,1053.182452957127
307,2009-11-22,3113.0966942433006
308,2009-11-29,0.0
309,2009-12-06,1715.2389661715097
310,2009-12-13,0.0
311,2009-12-20,823.1714206231384
312,2009-12-27,0.0
313,2010-01-03,2362.877442909153
314,2010-01-10,3256.1481418449976
315,2010-01-17,1235.1916819391902
316,2010-01-24,936.9085219282745
317,2010-01-31,808.8704226250369
318,2010-02-07,1327.9787092706563
319,2010-02-14,2487.318081845164
320,2010-02-21,545.8567611425786
321,2010-02-28,2298.060222336123
322,2010-03-07,818.9984177801134
323,2010-03-14,0.0
324,2010-03-21,2109.7954504525455
325,2010-03-28,0.0
326,2010-04-04,1046.4667480555597
327,2010-04-11,1682.8302038900003
328,2010-04-18,2216.4580689388563
329,2010-04-25,2910.398124788676
330,2010-05-02,0.0
331,2010-05-09,1326.450863083822
332,2010-05-16,993.5975569779284
333,2010-05-23,2033.5575893273083
334,2010-05-30,0.0
335,2010-06-06,4191.135274911949
336,2010-06-13,1803.8502883423557
337,2010-06-20,661.6003765441732
338,2010-06-27,2684.4114910045178
339,2010-07-04,1605.0808514595851
340,2010-07-11,1802.0599537699927
341,2010-07-18,0.0
342,2010-07-25,0.0
343,2010-08-01,0.0
344,2010-08-08,844.7775803170886
345,2010-08-15,1112.4079542941267
346,2010-08-22,1863.058852024172
347,2010-08-29,977.7476226240325
348,2010-09-05,2581.025450488034
349,2010-09-12,1097.4727628409612
350,2010-09-19,0.0
351,2010-09-26,1892.5943698414185
352,2010-10-03,1441.2923688791573
353,2010-10-10,1462.028307268351
354,2010-10-17,1815.4137886579163
355,2010-10-24,580.1464963249003
356,2010-10-31,666.9865457760154
357,2010-11-07,1219.6027538565736
358,2010-11-14,1692.0975518726134
359,2010-11-21,1100.8736592069447
360,2010-11-28,2349.3973158498384
361,2010-12-05,1246.0053576843466
362,2010-12-12,2112.006727255884
363,2010-12-19,1858.1484299203235
364,2010-12-26,2463.612179523473
365,2011-01-02,1308.0991814357585
366,2011-01-09,1843.8290510562638
367,2011-01-16,1468.99581337541
368,2011-01-23,2332.7200630088796
369,2011-01-30,1609.1838398796938
370,2011-02-06,1869.231008777028
371,2011-02-13,2669.4172936806617
372,2011-02-20,2206.0808962417273
373,2011-02-27,2258.728386376586
374,2011-03-06,2165.9229106051307
375,2011-03-13,2151.5657811312103
376,2011-03-20,1957.9699020247112
377,2011-03-27,1997.7274702869647
378,2011-04-03,910.3138530846235
379,2011-04-10,400.68741204408707
380,2011-04-17,1349.9315870255073
381,2011-04-24,1967.7937775007467
382,2011-05-01,1856.5571248663448
383,2011-05-08,1914.401695693169
384,2011-05-15,2675.503228929979
385,2011-05-22,1070.3242157772372
386,2011-05-29,1663.5052266238852
387,2011-06-05,1872.4523401998044
388,2011-06-12,516.0768997702451
389,2011-06-19,1079.8284192077747
390,2011-06-26,1881.438634327837
391,2011-07-03,1713.800625489804
392,2011-07-10,1541.892799409411
393,2011-07-17,883.9650313701638
394,2011-07-24,1531.200471659218
395,2011-07-31,777.1510065887585
396,2011-08-07,1456.0959460820723
397,2011-08-14,1024.8837288485195
398,2011-08-21,1421.5579591827209
399,2011-08-28,2240.6817327029926
400,2011-09-04,1267.9556296078679
401,2011-09-11,1201.6969903896368
402,2011-09-18,3055.774094080058
403,2011-09-25,1207.3058143339422
404,2011-10-02,901.2062437451941
405,2011-10-09,1596.4470173345721
406,2011-10-16,1053.5952091798058
407,2011-10-23,1479.47606753881
408,2011-10-30,1029.9167729678932
409,2011-11-06,1328.5401812209
410,2011-11-13,1437.4632621736212
411,2011-11-20,1698.6387617776754
412,2011-11-27,1147.798198686983
413,2011-12-04,1719.1813446289161
414,2011-12-11,1629.1823959157075
415,2011-12-18,1540.0342234635987
416,2011-12-25,1329.3726458195276
417,2012-01-01,1389.5363576468762
418,2012-01-08,1563.5775865542737
419,2012-01-15,1585.0114669441602
420,2012-01-22,1636.7498888577622
421,2012-01-29,1609.0944201635732
422,2012-02-05,1671.0609443989863
423,2012-02-12,471.0132301687937
424,2012-02-19,2552.6133416816156
425,2012-02-26,1414.6048621837078
426,2012-03-04,1689.6419413891974
427,2012-03-11,1768.8443295620145
428,2012-03-18,1479.7058463408832
429,2012-03-25,1804.154849887476
430,2012-04-01,1529.9695268367077
431,2012-04-08,1788.5506817085595
432,2012-04-15,1514.2567596603874
433,2012-04-22,1425.2028266042987
434,2012-04-29,2329.2927598797437
435,2012-05-06,1796.9463385667916
436,2012-05-13,1397.6788797150855
437,2012-05-20,1350.604846423308
438,2012-05-27,2364.050639206581
439,2012-06-03,1180.4811757488635
440,2012-06-10,2040.208902263899
441,2012-06-17,843.3368814815082
442,2012-06-24,2255.2903593167207
443,2012-07-01,1235.698897186999
444,2012-07-08,1682.821042123816
445,2012-07-15,999.7535034343656
446,2012-07-22,1173.1272917063932
447,2012-07-29,2166.3150102588725
448,2012-08-05,1313.8231462038052
449,2012-08-12,1495.5865385082038
450,2012-08-19,993.5688804482188
451,2012-08-26,1638.4722528568564
452,2012-09-02,1578.124573906582
453,2012-09-09,1640.0213822761511
454,2012-09-16,1466.1943503769044
455,2012-09-23,1386.7014607648034
456,2012-09-30,1401.1966268291435
457,2012-10-07,792.0944583368278
458,2012-10-14,1067.9682562379226
459,2012-10-21,1455.1529424312441
460,2012-10-28,1084.349747506623
461,2012-11-04,1786.0117016760846
462,2012-11-11,710.5469265235267
463,2012-11-18,1363.00254326262
464,2012-11-25,2322.213816133766
465,2012-12-02,2100.4496148635153
466,2012-12-09,2174.8288206506895
467,2012-12-16,2302.75993109768
468,2012-12-23,3272.324216686612
469,2012-12-30,2948.7667917712074
470,2013-01-06,1935.2135155112549
471,2013-01-13,2353.1733306444685
472,2013-01-20,2214.7222147375705
473,2013-01-27,2331.655432293423
474,2013-02-03,2065.20543754043
475,2013-02-10,1740.8880289638987
476,2013-02-17,1810.5357765675599
477,2013-02-24,2035.5628430954432
478,2013-03-03,1620.9060500385353
479,2013-03-10,1646.005080024882
480,2013-03-17,1663.2435478701652
481,2013-03-24,1238.7903890397185
482,2013-03-31,1072.7450107572417
483,2013-04-07,1979.0710985697222
484,2013-04-14,1571.7879326344953
485,2013-04-21,1555.011955519025
486,2013-04-28,1642.8555163929118
487,2013-05-05,1586.301933322185
488,2013-05-12,1354.5038906745647
489,2013-05-19,1945.896229748576
490,2013-05-26,1356.1937255443224
491,2013-06-02,1011.2206460516818
492,2013-06-09,1386.2816133027763
493,2013-06-16,2073.888026485353
494,2013-06-23,2171.3923393959444
495,2013-06-30,1763.585023892371
496,2013-07-07,1506.6016753548004
497,2013-07-14,1444.9212863335597
498,2013-07-21,1900.270643288584
499,2013-07-28,1626.4251644937835
500,2013-08-04,1621.7344747279665
501,2013-08-11,1433.0913989414519
502,2013-08-18,1645.0127951975744
503,2013-08-25,1813.5054449359425
504,2013-09-01,816.6572241920994
505,2013-09-08,1355.1124926281634
506,2013-09-15,1632.9433004826733
507,2013-09-22,1589.1861517278478
508,2013-09-29,1349.6867572007113
509,2013-10-06,1754.0118894245488
510,2013-10-13,1816.3125554347866
511,2013-10-20,1510.4249889804164
512,2013-10-27,1930.3268401074472
513,2013-11-03,2342.8421297060167
514,2013-11-10,2203.1986472576764
515,2013-11-17,1554.453799251545
516,2013-11-24,1829.6655382581537
517,2013-12-01,1772.7217941140514
518,2013-12-08,2283.2843534973504
519,2013-12-15,2345.1692739979753
520,2013-12-22,1783.0037988808529
521,2013-12-29,2776.174233312057
522,2014-01-05,2800.5617899804774
523,2014-01-12,1580.0760079230565
524,2014-01-19,1582.8086045324862
525,2014-01-26,1756.1361320168678
526,2014-02-02,1613.6287911137492
527,2014-02-09,1186.9084032417672
