,date,strep
0,2004-01-04,0.0
1,2004-01-11,918.4300405387395
2,2004-01-18,0.0
3,2004-01-25,2432.766541417863
4,2004-02-01,1073.7772882458107
5,2004-02-08,0.0
6,2004-02-15,0.0
7,2004-02-22,589.5442820576468
8,2004-02-29,0.0
9,2004-03-07,0.0
10,2004-03-14,1809.0978742300135
11,2004-03-21,0.0
12,2004-03-28,0.0
13,2004-04-04,2178.0415212029948
14,2004-04-11,0.0
15,2004-04-18,1953.7396385892512
16,2004-04-25,0.0
17,2004-05-02,1291.6970974332069
18,2004-05-09,1209.4870072066851
19,2004-05-16,0.0
20,2004-05-23,0.0
21,2004-05-30,0.0
22,2004-06-06,0.0
23,2004-06-13,1342.839393757164
24,2004-06-20,0.0
25,2004-06-27,0.0
26,2004-07-04,0.0
27,2004-07-11,774.0704682801279
28,2004-07-18,1484.2631251477062
29,2004-07-25,0.0
30,2004-08-01,689.8339966034748
31,2004-08-08,619.9315510240585
32,2004-08-15,0.0
33,2004-08-22,3381.762950276037
34,2004-08-29,2128.5410126909837
35,2004-09-05,1062.238240825719
36,2004-09-12,0.0
37,2004-09-19,0.0
38,2004-09-26,0.0
39,2004-10-03,965.511655490673
40,2004-10-10,0.0
41,2004-10-17,0.0
42,2004-10-24,0.0
43,2004-10-31,0.0
44,2004-11-07,0.0
45,2004-11-14,0.0
46,2004-11-21,0.0
47,2004-11-28,0.0
48,2004-12-05,0.0
49,2004-12-12,0.0
50,2004-12-19,2321.418592175222
51,2004-12-26,0.0
52,2005-01-02,1087.8693905750897
53,2005-01-09,730.7713869062555
54,2005-01-16,831.4498311426811
55,2005-01-23,1166.5089323968239
56,2005-01-30,676.0486002961719
57,2005-02-06,1105.8631991170546
58,2005-02-13,1376.7028873456256
59,2005-02-20,0.0
60,2005-02-27,0.0
61,2005-03-06,0.0
62,2005-03-13,1665.872256666742
63,2005-03-20,0.0
64,2005-03-27,1633.974090532279
65,2005-04-03,0.0
66,2005-04-10,1277.8311490092249
67,2005-04-17,795.547480325107
68,2005-04-24,1288.964754371136
69,2005-05-01,896.3906583109039
70,2005-05-08,433.76420754346265
71,2005-05-15,447.53516033095065
72,2005-05-22,1101.9917361929893
73,2005-05-29,519.3715473018145
74,2005-06-05,0.0
75,2005-06-12,0.0
76,2005-06-19,591.1593290933912
77,2005-06-26,0.0
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,1116.7663766951587
81,2005-07-24,0.0
82,2005-07-31,608.2359755098888
83,2005-08-07,842.3478836421999
84,2005-08-14,637.6215209118437
85,2005-08-21,0.0
86,2005-08-28,924.1851473392451
87,2005-09-04,1117.3348594547945
88,2005-09-11,619.5247312601787
89,2005-09-18,461.2380199329418
90,2005-09-25,0.0
91,2005-10-02,0.0
92,2005-10-09,570.6241119054021
93,2005-10-16,547.3839426909245
94,2005-10-23,1630.8268308550705
95,2005-10-30,824.2221342982049
96,2005-11-06,447.617939765264
97,2005-11-13,1016.052500743246
98,2005-11-20,1494.4532883230352
99,2005-11-27,1287.177054008894
100,2005-12-04,404.29309740728104
101,2005-12-11,1422.011505750853
102,2005-12-18,687.0942071634049
103,2005-12-25,984.3307954586563
104,2006-01-01,755.9045791625175
105,2006-01-08,1712.3377309962086
106,2006-01-15,949.6576317325291
107,2006-01-22,1324.534206646369
108,2006-01-29,351.1344029687013
109,2006-02-05,699.1548893785624
110,2006-02-12,467.4655086451792
111,2006-02-19,1142.8003505016457
112,2006-02-26,1325.6692789567212
113,2006-03-05,564.5827505144031
114,2006-03-12,757.4719146264412
115,2006-03-19,1629.7561215100554
116,2006-03-26,948.6504928461317
117,2006-04-02,1076.0626374229244
118,2006-04-09,967.2691874982334
119,2006-04-16,1219.1166370177632
120,2006-04-23,1799.56719669695
121,2006-04-30,769.6407944761636
122,2006-05-07,694.727240804309
123,2006-05-14,471.7035979097656
124,2006-05-21,266.0725119443235
125,2006-05-28,533.837550027866
126,2006-06-04,436.65524517334666
127,2006-06-11,314.8591228444024
128,2006-06-18,0.0
129,2006-06-25,288.33987806386904
130,2006-07-02,0.0
131,2006-07-09,801.9156024490388
132,2006-07-16,814.5437189143072
133,2006-07-23,744.168180385103
134,2006-07-30,499.22783742904085
135,2006-08-06,627.9849103894556
136,2006-08-13,411.9919369106576
137,2006-08-20,911.5977426429164
138,2006-08-27,669.1943285531485
139,2006-09-03,319.7310525414568
140,2006-09-10,933.3118285647312
141,2006-09-17,452.3423943349672
142,2006-09-24,907.5558712737658
143,2006-10-01,587.270074713102
144,2006-10-08,0.0
145,2006-10-15,0.0
146,2006-10-22,1240.838896563155
147,2006-10-29,514.980470814153
148,2006-11-05,709.9485913229984
149,2006-11-12,711.6002162009704
150,2006-11-19,0.0
151,2006-11-26,666.3407136753863
152,2006-12-03,1045.9706075513645
153,2006-12-10,1234.4677612187793
154,2006-12-17,1227.390246560681
155,2006-12-24,860.2124910330693
156,2006-12-31,1048.5931197439904
157,2007-01-07,830.8147595273401
158,2007-01-14,749.8724677551941
159,2007-01-21,1236.2665976134283
160,2007-01-28,821.6175737370012
161,2007-02-04,871.7238563411345
162,2007-02-11,634.8012160638075
163,2007-02-18,1076.4858034070019
164,2007-02-25,1164.4734372689288
165,2007-03-04,1107.433122630964
166,2007-03-11,1099.6757046548603
167,2007-03-18,1229.5407273797289
168,2007-03-25,220.2867512361144
169,2007-04-01,1471.1169584259915
170,2007-04-08,608.5759402659547
171,2007-04-15,1089.5368255515984
172,2007-04-22,581.8308350439465
173,2007-04-29,780.9841825547315
174,2007-05-06,943.4385290945586
175,2007-05-13,1086.922744122675
176,2007-05-20,832.6836745283662
177,2007-05-27,285.88841441717364
178,2007-06-03,987.5037120851539
179,2007-06-10,650.3414737898046
180,2007-06-17,1003.1852275674366
181,2007-06-24,511.73107725737674
182,2007-07-01,334.00168091481385
183,2007-07-08,640.6128819608967
184,2007-07-15,1094.653149729964
185,2007-07-22,710.7630929080326
186,2007-07-29,466.3823822958199
187,2007-08-05,1284.5051831136104
188,2007-08-12,0.0
189,2007-08-19,504.15782095929023
190,2007-08-26,371.6077824823923
191,2007-09-02,529.6513048253224
192,2007-09-09,692.0016040402415
193,2007-09-16,690.5009996149548
194,2007-09-23,778.8223048158113
195,2007-09-30,479.7964153800144
196,2007-10-07,601.6279724171204
197,2007-10-14,467.98878685201925
198,2007-10-21,840.0008448521777
199,2007-10-28,453.32325778870324
200,2007-11-04,805.2393680463803
201,2007-11-11,710.6217931803001
202,2007-11-18,722.4114830212181
203,2007-11-25,1042.2756958476134
204,2007-12-02,886.6641032604607
205,2007-12-09,1067.0219631622042
206,2007-12-16,783.0281146402037
207,2007-12-23,836.63399813927
208,2007-12-30,762.3990177401569
209,2008-01-06,1201.3499861430355
210,2008-01-13,606.8208297779556
211,2008-01-20,714.3503803007651
212,2008-01-27,852.9828861031232
