,date,/m/0n073
0,2004-01-04,0.0
1,2004-01-11,1219.568014816814
2,2004-01-18,1172.569087109297
3,2004-01-25,1567.2185883416305
4,2004-02-01,0.0
5,2004-02-08,2803.303521177474
6,2004-02-15,1707.2219763338721
7,2004-02-22,3933.784863732552
8,2004-02-29,1797.1254075000354
9,2004-03-07,2302.524725035798
10,2004-03-14,0.0
11,2004-03-21,2101.0579115260334
12,2004-03-28,1522.0637529322198
13,2004-04-04,1087.1685004393266
14,2004-04-11,3225.791578016041
15,2004-04-18,710.1937936856375
16,2004-04-25,2030.2353509146108
17,2004-05-02,0.0
18,2004-05-09,1742.4961019603554
19,2004-05-16,794.4911862328677
20,2004-05-23,1009.8973395703626
21,2004-05-30,2713.8776722333064
22,2004-06-06,1716.693890631634
23,2004-06-13,0.0
24,2004-06-20,0.0
25,2004-06-27,875.122365273917
26,2004-07-04,1644.8509347852732
27,2004-07-11,1259.213094205406
28,2004-07-18,1467.9953855796464
29,2004-07-25,0.0
30,2004-08-01,830.7411969469473
31,2004-08-08,1413.1378584729014
32,2004-08-15,0.0
33,2004-08-22,1751.3787657147793
34,2004-08-29,0.0
35,2004-09-05,1515.177619127693
36,2004-09-12,1245.011946203405
37,2004-09-19,731.3840866268652
38,2004-09-26,1746.0311515313865
39,2004-10-03,1339.6812693163706
40,2004-10-10,2185.0306046983446
41,2004-10-17,2637.2814279684285
42,2004-10-24,4550.316437309962
43,2004-10-31,916.3350793769811
44,2004-11-07,2381.7063046128096
45,2004-11-14,1840.3930405200015
46,2004-11-21,2416.8347411203063
47,2004-11-28,2339.9428040687244
48,2004-12-05,1820.4300116061875
49,2004-12-12,787.3405087841705
50,2004-12-19,1882.5127635141976
51,2004-12-26,1360.4229343318643
52,2005-01-02,1935.2454110603524
53,2005-01-09,1635.4948767652725
54,2005-01-16,593.8744759287125
55,2005-01-23,2092.8006290003036
56,2005-01-30,0.0
57,2005-02-06,1033.779084662578
58,2005-02-13,2240.514188359782
59,2005-02-20,1830.4708220500504
60,2005-02-27,1009.2453190983045
61,2005-03-06,985.0185119730085
62,2005-03-13,967.9756843344039
63,2005-03-20,1876.6581765782998
64,2005-03-27,1998.7764460320348
65,2005-04-03,1143.936985395855
66,2005-04-10,0.0
67,2005-04-17,1087.1332373476016
68,2005-04-24,1197.9906348862241
69,2005-05-01,1009.1041013518649
70,2005-05-08,1604.4897422658257
71,2005-05-15,2540.581819462997
72,2005-05-22,1191.4362838053491
73,2005-05-29,0.0
74,2005-06-05,0.0
75,2005-06-12,1214.4040812383043
76,2005-06-19,632.2618917197738
77,2005-06-26,632.7669613295801
78,2005-07-03,0.0
79,2005-07-10,0.0
80,2005-07-17,0.0
81,2005-07-24,2096.7080738680747
82,2005-07-31,0.0
83,2005-08-07,2264.1170702765726
84,2005-08-14,1191.1837440675974
85,2005-08-21,1569.5420289644505
86,2005-08-28,926.2228283828839
87,2005-09-04,813.6245921022714
88,2005-09-11,1716.865962084118
89,2005-09-18,600.6531522211857
90,2005-09-25,1697.480728756385
91,2005-10-02,2173.1358433988626
92,2005-10-09,1913.2113980059055
93,2005-10-16,763.1289544295869
94,2005-10-23,1380.0636434508124
95,2005-10-30,2310.4074749129454
96,2005-11-06,2028.7233847658822
97,2005-11-13,1699.8657124391482
98,2005-11-20,1604.3871044797786
99,2005-11-27,1847.233728352988
100,2005-12-04,1523.278492773204
101,2005-12-11,2027.6868225643009
102,2005-12-18,1333.4653875154675
103,2005-12-25,506.0848421645499
104,2006-01-01,1978.5602354452742
105,2006-01-08,1398.278405653566
106,2006-01-15,897.4477942324397
107,2006-01-22,584.0809346148822
108,2006-01-29,684.0825713321456
109,2006-02-05,1589.7934823982396
110,2006-02-12,691.7911854311313
111,2006-02-19,659.8955795313278
112,2006-02-26,1428.6000040829024
113,2006-03-05,1467.458479060304
114,2006-03-12,2033.89774528006
115,2006-03-19,1059.3492058217428
116,2006-03-26,1122.6176936952093
117,2006-04-02,909.2745918117031
118,2006-04-09,942.9919697650193
119,2006-04-16,1031.833908744035
120,2006-04-23,806.9779832763378
121,2006-04-30,906.7990079174872
122,2006-05-07,0.0
123,2006-05-14,1092.5410274655599
124,2006-05-21,748.4367003031355
125,2006-05-28,632.746289310762
126,2006-06-04,861.6524661439328
127,2006-06-11,1495.2380618383659
128,2006-06-18,0.0
129,2006-06-25,1419.5892679439196
130,2006-07-02,464.57455941600455
131,2006-07-09,1031.8964684396876
132,2006-07-16,601.6827370305938
133,2006-07-23,0.0
134,2006-07-30,743.9778015887706
135,2006-08-06,682.672499072691
136,2006-08-13,334.3887567714872
137,2006-08-20,1127.4802242625858
138,2006-08-27,1200.8016948749678
139,2006-09-03,818.2524695842177
140,2006-09-10,503.4562820580639
141,2006-09-17,1872.7131701655924
142,2006-09-24,1427.7984598918622
143,2006-10-01,2751.380502677803
144,2006-10-08,1357.789632971342
145,2006-10-15,1786.2938499159166
146,2006-10-22,1233.2625346009197
147,2006-10-29,2214.942342639101
148,2006-11-05,1647.1410492096595
149,2006-11-12,1311.5118539648433
150,2006-11-19,834.9364729750054
151,2006-11-26,1845.305591659107
152,2006-12-03,1213.7471766647811
153,2006-12-10,2547.8027322527564
154,2006-12-17,1551.0510240240255
155,2006-12-24,1488.6311308487702
156,2006-12-31,3371.9548760247676
157,2007-01-07,2196.506633605462
158,2007-01-14,1604.387232843637
159,2007-01-21,1565.641350350571
160,2007-01-28,1247.5030162476164
161,2007-02-04,2060.7120982542438
162,2007-02-11,1957.2935216635515
163,2007-02-18,2117.562296547419
164,2007-02-25,1461.7471712108595
165,2007-03-04,1635.2528814712282
166,2007-03-11,2087.61236879001
167,2007-03-18,1934.1220473331286
168,2007-03-25,786.3981470820526
